,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Zm00001d027230,816.412609933924,-0.401440642868829,0.348216136053271,-1.15284905351835,0.248972346205738,0.541183823602238
Zm00001d027231,57.6429401310391,-0.105368770944117,0.425280100503842,-0.247763229032546,0.804317606955836,0.925219726931806
Zm00001d027232,89.330880509541,3.68787669068576,3.17311064602729,1.16222757479414,0.24514303661769,0.536555371583077
Zm00001d027233,326.346316765759,8.09649764601232,1.80596662769445,4.48319338898778,7.35342313993248e-06,0.0002202321509091
Zm00001d027236,30.4468974724358,2.65770644884372,0.78374674370096,3.39102710180799,0.000696312151038533,0.00918968968609497
Zm00001d027239,804.82425410107,-0.831603078024068,0.548538077399783,-1.51603528047877,0.129510431623457,0.374052257146254
Zm00001d027240,296.381282226236,6.47866283572073,2.17481528884799,2.97894854286798,0.00289239347218599,0.0277585050632781
Zm00001d027242,822.739914755615,-1.80464577213784,1.72256609573433,-1.0476496528097,0.294800051933751,0.59108952275936
Zm00001d027248,7.13482370263396,-1.46254559416562,1.04729446672022,-1.39649892235736,0.162564304893352,0.426202633551374
Zm00001d027250,1.63601788811443,-0.599849402549629,2.3678180236767,-0.253334249740271,0.800009931642956,NA
Zm00001d027253,55.3745112553319,-2.71934892390921,1.24256757947379,-2.18849177206186,0.0286337999523282,0.144254350305159
Zm00001d027254,192.647606296726,-2.35448698763064,0.782712881213981,-3.00811069313035,0.00262877368680849,0.0258444444947667
Zm00001d027256,35.0100576300983,-0.143025804573826,0.426484332114647,-0.335360044446787,0.737353504438507,0.897345519510116
Zm00001d027257,693.656016093703,0.745155921932793,0.367224803582206,2.02915466129723,0.0424425398660324,0.187445681160689
Zm00001d022649,36.7987307633952,1.08024546331819,0.739628530354486,1.46052432942312,0.144146026011736,0.397417081695958
Zm00001d027259,298.550138208889,0.414636037894998,0.273614355842237,1.51540308116754,0.129670357600021,0.374287978750059
Zm00001d027265,679.124446650702,-0.247077900897155,0.212928163397233,-1.16038149653418,0.245893516911334,0.537471230006256
Zm00001d027266,1289.91231637118,-0.314340181639805,0.122874676945698,-2.55821776669835,0.0105210184413249,0.0717103862170322
Zm00001d022650,21.8611133778023,-0.253071421960021,0.424431012813763,-0.596260438845611,0.551001255286526,0.791595491266428
Zm00001d027267,563.221235956588,0.328241634367301,0.182797696014487,1.79565520531116,0.0725493701687718,0.26292264993511
Zm00001d027268,163.175294772014,0.0916389661547672,0.671540331766528,0.136460852490729,0.891456970186631,0.960394191700866
Zm00001d027269,3.45066583721815,-1.03758645659778,2.29859278256284,-0.451400728510472,0.651700758364666,0.850612744375724
Zm00001d027271,523.258204341214,-0.555303878183878,2.07557670446907,-0.2675419689324,0.789051904888553,0.918988855718175
Zm00001d027275,64.7354467735266,0.855446411859012,0.420511467774875,2.034299840586,0.0419213732550997,0.186031630671424
Zm00001d027276,446.211470016968,0.0580878741496031,0.186722220083636,0.311092456610598,0.755730335589248,0.905575270321757
