,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Zm00001d022395,4016.66250362424,2.54728153008178,0.297212648033807,8.57056907548575,1.02974895235539e-17,2.02180909305457e-13
Zm00001d023379,3945.11970570619,1.30108587909793,0.165487553626976,7.8621373667212,3.7763356740096e-15,3.70722873117523e-11
Zm00001d051804,6654.14891095848,-0.995114582083971,0.134687577799036,-7.38831745544311,1.48698386652081e-13,9.73181374508988e-10
Zm00001d044785,2895.93288368478,1.27549034523858,0.205922019563711,6.19404543497082,5.8639311317483e-10,2.87831059601865e-06
Zm00001d052485,751.739368306374,-2.12970758266248,0.3553589727936,-5.99311610431589,2.05857767249438e-09,8.08362280435092e-06
Zm00001d044529,263.898861411043,2.47362986485454,0.43974873035965,5.62509836658647,1.85402294620278e-08,6.06698108762425e-05
Zm00001d023395,1435.55132886584,3.15618710675611,0.599300521835128,5.2664514575951,1.3908600184009e-07,0.000341351820016041
Zm00001d012307,61.6811645645594,-2.25244665001656,0.42718888821608,-5.27271825684107,1.34417834970017e-07,0.000341351820016041
Zm00001d044040,178.249858215476,-2.68847498707389,0.523896119387567,-5.13169479135808,2.87144847608207e-07,0.000626422437548838
Zm00001d048613,151.586147669212,-3.04294703002296,0.596155378760634,-5.10428512168932,3.32047325182252e-07,0.000651941718262834
Zm00001d015356,2008.7776693995,-0.985251632312669,0.193984547012205,-5.07902122868932,3.79384321463742e-07,0.000677166524329011
Zm00001d019450,271.506349268724,1.0849285095348,0.224616180269181,4.83014406279464,1.36434301095743e-06,0.00223229255642818
Zm00001d038843,1146.60074355093,1.62442027199747,0.347928450025162,4.66883427290869,3.02913602308938e-06,0.00457492743671823
Zm00001d051499,110.105055931663,1.01888984955226,0.220093357031174,4.62935303134998,3.66809954451617e-06,0.00495394596618552
Zm00001d051842,2089.14342003332,-1.0197154003773,0.220580724119871,-4.6228672267081,3.78471984785489e-06,0.00495394596618552
Zm00001d039099,90.722124904803,3.5398805907758,0.77669900831837,4.5575963827223,5.17423482651025e-06,0.00634943291148139
Zm00001d034077,158.821239509103,-2.7980194356684,0.626784624822607,-4.46408435187812,8.04118831731854e-06,0.00928709949542543
Zm00001d013202,1043.14417400112,1.92629739953611,0.435476396256224,4.42342550846941,9.71481378728411e-06,0.0105967029944187
Zm00001d040836,268.240003597109,6.27345745930513,1.44614956573234,4.33804193422291,1.4375773050081e-05,0.0112901571226116
Zm00001d043356,803.569167733518,-0.756039404266443,0.172842032582209,-4.37416404430936,1.21898690579495e-05,0.0112901571226116
Zm00001d038420,78.53137201642,1.75228890773764,0.401730001921574,4.36185721593111,1.28963025961369e-05,0.0112901571226116
Zm00001d020921,62.0021952765556,8.69685455223295,2.00405864844163,4.33962077856139,1.42728804799771e-05,0.0112901571226116
Zm00001d021422,1084.67360508514,1.62827361188647,0.373147374054973,4.36362071690899,1.27927295707967e-05,0.0112901571226116
Zm00001d010056,421.197567622771,-1.10547397288065,0.252868702010118,-4.37173111616009,1.23265273971924e-05,0.0112901571226116
Zm00001d011454,7458.27252338918,1.02664362036118,0.236651672958296,4.33820563162509,1.436507218504e-05,0.0112901571226116
Zm00001d047105,139.237682620777,1.34051321017424,0.313307046033292,4.27859260475042,1.88078739970517e-05,0.0142028383868505
Zm00001d014612,49.0649556870829,-2.5538675943237,0.59925609424337,-4.26172986617391,2.02850556563311e-05,0.0147509919539409
Zm00001d006761,224.213640010529,1.12590446344756,0.267637573190108,4.20682511064247,2.58983407380036e-05,0.0169961404836453
Zm00001d040837,583.72547177507,3.47069690514118,0.826595535494584,4.19878496327049,2.6835100081135e-05,0.0169961404836453
Zm00001d052938,129.409533818251,1.25958475444877,0.299575056354421,4.20457153468273,2.61577201279732e-05,0.0169961404836453
Zm00001d010321,6251.8066834356,0.977599896750497,0.231662538058128,4.21993087421498,2.44377238641131e-05,0.0169961404836453
Zm00001d004495,89.5144403810559,-3.75311138620435,0.900077892982682,-4.16976287881849,3.04916722341305e-05,0.0185583314908279
Zm00001d046467,827.02030236422,-0.721314211090638,0.173201979189504,-4.1645841142579,3.11920616887705e-05,0.0185583314908279
Zm00001d028369,135.962114529245,-1.70951725843437,0.411565551655473,-4.15369374710308,3.27150962932868e-05,0.0188920059006586
Zm00001d026016,107.018058045162,-2.81157781664306,0.682204857530899,-4.12131016894103,3.76723819156403e-05,0.0211331299009052
Zm00001d047418,833.896770071715,2.39851487417752,0.585189567501962,4.09869725534619,4.15482062681093e-05,0.0226599300518905
Zm00001d013865,280.179851692867,0.891484554449804,0.220668274655037,4.03993077774062,5.34669795915793e-05,0.0283721804675964
Zm00001d017435,2797.14996457279,1.6856072826002,0.425477778241062,3.9616811236736,7.442389320015e-05,0.0384536505024144
Zm00001d025103,1265.68127574861,-1.51563758536052,0.383841294651879,-3.94860481787171,7.860799545077e-05,0.0395740867353954
Zm00001d002058,144.012976734807,0.771719346307307,0.195932107351475,3.93870793684137,8.19215787284982e-05,0.0402112069188834
Zm00001d004633,181.558192360896,7.28507691721862,1.85732159515488,3.92235622318877,8.76872199794067e-05,0.0419914848067237
Zm00001d053981,2073.40020267772,0.561994085368712,0.14404048181508,3.90163986045398,9.55432328184596e-05,0.0438764231282368
Zm00001d016160,379.723048720374,2.24870164583104,0.577377429135492,3.8946822864171,9.83275245819711e-05,0.0438764231282368
Zm00001d038352,1717.0516304079,2.46906382994453,0.633637062869305,3.89665310732274,9.75311590776875e-05,0.0438764231282368
Zm00001d005812,1954.42277615275,-1.14283829643075,0.295035940849717,-3.87355619501583,0.000107258660232292,0.0446448644184887
Zm00001d041769,745.772690400076,1.03504180476668,0.267209308236842,3.87352451004163,0.000107272612597798,0.0446448644184887
Zm00001d049637,291.366855809655,-1.46181379168776,0.377797289651075,-3.86930724949844,0.00010914502862827,0.0446448644184887
Zm00001d044898,238.058408432564,-2.16514558870166,0.558406020008765,-3.8773679206891,0.000105592617235806,0.0446448644184887
Zm00001d033275,3557.24718023601,0.517392329936915,0.134249016583411,3.85397482308894,0.000116215551303979,0.0458988933683387
Zm00001d015375,240.983011566714,1.09479149747543,0.284171997410472,3.85256642966851,0.000116886251829323,0.0458988933683387
