Gene	HN_B73L2	HN_B73L4	HN_B73R3	HN_B73R4	HN_K55L1	HN_K55L4	HN_K55R3	HN_K55R4	HN_SDL1	HN_SDL2	HN_SDR1	HN_SDR2	HN_W153RL1	HN_W153RL3	HN_W153RR1	HN_W153RR3	LN_B73L1	LN_B73L4	LN_B73R3	LN_B73R4	LN_K55L3	LN_K55L4	LN_K55R1	LN_K55R4	LN_SDL3	LN_SDL4	LN_SDR2	LN_SDR4	LN_W153L2	LN_W153RL1	LN_W153RR3	LN_W153RR4
Zm00001d029358	0.0517912593585155	1.35717205899859	1.68866091786374	1.43110302477796	0	0	0	0	0.261524248573669	0.132253292611912	2.23900102079479	2.08743284384652	0.114715334422453	0	3.22243036471197	1.87274950404584	0.283963664065487	1.08550815935147	2.5688585416209	1.2398289566269	0	0	0	0	0.53647035931708	0	3.7370268499797	2.49636875605089	0.119313148093745	0	1.26437136156365	1.79742937595912
Zm00001d029476	11.1972437816183	12.7416489689542	0.175152382784957	0.0801564098277168	0	0	0	0.0762053458130103	0	0	0	0	0.160630807151645	0	0.041020242378047	0.233095846198373	11.6105552363553	16.2537495389748	0.0872014292203329	0.03654900275963	0	0	0.107053747702288	0.106183453857225	0	0	0	0	0.30072405996518	0.866581906763047	0.160949388620343	0.0296101273758875
Zm00001d029672	3.00513184016586	3.57414802263678	4.68744514826819	6.31436358522315	0	0	0	0	0.0987933712700672	0.199839956867586	0.217492657313044	0.296865280243988	0.260009112404158	0.0552652289312676	1.37223465831916	1.99133974402911	2.55302796085924	2.58065334443061	1.92906087189212	3.03692960280823	0	0	0.0192539169050573	0	0.364782570680991	0.543284528800807	0.370570948202981	0.3943571576554	0.829319678401369	0.892636619105718	1.75420026844691	1.10237114968823
Zm00001d029710	2.86606146546882	3.00568788949496	0.0736393351278691	0.126375630010634	0	0	0	0	0	0	0	0	0	0	0	0	2.34041019899135	4.00470805885473	0.274965796977017	0.307326023204631	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d029835	1.3871860330342	1.62916440381331	1.33027604680633	0.845534790718632	0	0	0.891844312088586	0	0.257526126068497	0	0.377960860910117	0.43528672611315	0	0	0.0576939380209223	0.0546405730596906	2.62845143365653	2.45137418144192	1.41043606650801	1.8505890749804	0	0	1.85701027339209	1.04541047916268	0.316961354380685	0.193116508439005	0.643981807668489	0.670419503239631	0	0.0554011650661137	0	0.0416458985754388
Zm00001d030034	4.77378716866194	5.41291438667681	8.50244197785802	8.37236524867376	0	0	0.0280287205140702	0	4.56796245963189	5.62199342591202	7.74081276316237	8.42390890757689	5.14201749340568	0.025655905978342	9.09317076956278	12.6113662950223	5.85627305397836	5.26926939568856	9.07545662514407	10.8759155502051	0.0276242911098683	0	0.080444616306716	0.0265968804985107	6.03993110019722	7.77266110967701	9.38797822556459	11.5097414165404	6.40266760598511	6.51185507132001	10.1834874350481	11.8593966217497
Zm00001d030096	1.06225092185835	0.738814384508225	0.925277869017115	1.010487637301	0	0	0	0	0	0.0222339849657181	0.0537733466392081	0.0206430757180921	0	0	0	0	2.31534293081236	2.06824302828328	0.78521450723222	1.27255621993279	0	0	0	0	0.0901896177255173	0.0274751224902986	0	0.019076419846532	0	0	0	0
Zm00001d030176	0	0.696067168432532	0.898158448116961	0	0	0	3.58629776413636	0.488463773981755	0	0	2.00959517850024	3.08585781062364	0	0	1.5775981740803	0.249017693616295	0.254869026353859	0	0	0	0.471273425382562	0	1.14366162162827	3.85683834857365	0	0.880104743377761	0.209633422168431	0	0	0	1.03165919591073	3.60612518484374
Zm00001d030274	0.986285721696947	2.87169740019991	0.992530169114758	0	0	0	0	0	0	0	0	0	0.182048248105198	0	0	0.440292153930261	0.901275977251328	3.21562127204987	0.247070716124277	0	0.208316514118379	0.387332486927798	0	0	0	0	0	0	0.189344778496595	0.446420982271873	0	0
Zm00001d030300	0.699524234331315	0.841719990020837	0.935251996359677	1.03550075691533	0	0	0.0321239594144373	0	0.756922604902647	0.542267630390033	0.848608159077195	0.562698112415482	1.18972940997384	0.117617824470461	1.58976027454127	1.60599957468835	1.64373680432621	1.53597013561098	1.27671343618404	1.44795234280772	0	0	0	0	1.00278008518823	1.10368494984524	0.506998893261976	0.410521193613695	1.64029298199803	2.47645648425487	1.38615002093732	1.37706658461341
Zm00001d030370	2.89339004343373	3.51838550082752	2.33530937925249	2.61062993431078	0	0	0	0	0	0	0.0227924336947967	0.104997579053758	0.0326976029134715	0	0.0208749433012795	0.0790806732004894	3.68271921550613	4.95048233019639	2.32975358566644	2.71553540763936	0	0	0.0363193191770886	0	0.133797569549851	0.0232912752043572	0.0166433476168429	0.0485145219697919	0.0680162588265425	0.0801814692670522	0	0.0301368151079531
Zm00001d030575	0.295885716509084	0.615363728614267	0.238207240587542	0.272531793414237	0	0	0	0	0.124508283560073	0	0.456839649273968	0.350752782201321	0.109228948863119	0.11608367893389	0.83681294451216	0.396262938537235	0	1.24031106207638	0.444727289023698	0.621333046913711	0	0	0	0.120341247704856	0.638516351578482	0.622450890968619	0.444787434861714	0.216088836986223	1.24967553807753	1.47318924149718	0.985010258356502	0.100674433078017
Zm00001d030670	18.2324594160426	2.82185485520312	49.4539751740039	45.0101963484604	0	0	28.2598774178321	29.2393502089079	0.178423085475494	0.315801086563959	85.9788349267019	156.068597762662	0.782637328302719	0.0415876108330134	42.8703703193223	27.0676802668529	67.7578437383551	6.81333906374251	5.73573512946451	6.2772058291002	0.0447783161189039	0	19.1251575853599	14.3997112907897	1.00650864142901	2.89895352647379	98.9946489077931	77.3762964027693	66.4228561275531	0.33585877638211	12.6254516673386	17.0237016432236
Zm00001d022840	3.64440658476216	3.60794815637529	1.40337257518275	1.14318151868636	0	0	0	0	2.38249662271304	3.32367700941085	1.19140285582514	1.31148956951505	3.03737056572238	0.1313077679744	1.55130487117896	1.81782916339895	2.52320336090321	3.44248448240233	0.866367642278406	1.42906600790153	0	0	0	0	3.5270177813831	3.09503501421179	1.51984231072112	1.60915334755724	2.3987810626585	2.17136238426336	0.938809868278761	1.41398066458347
Zm00001d022845	8.72022501362968	11.3862612241744	2.60549002914775	3.41564780715664	0	0	0	0	0	0	0	0	12.1464899805777	0.793570724548056	6.92830268128132	8.78897587587869	9.18033519364687	8.41620143839585	1.28365802710275	4.07765201726197	0	0	0	0	0	0	0	0	10.044527892822	9.64375472006861	6.23492842971146	4.7717287435129
Zm00001d030902	11.6270293760718	9.06052284934564	9.68526719836585	12.8511854049308	0	0	0	0	0	0	0	0	0	0	0	0	9.62743753105708	13.7596107479301	6.6693586823254	6.39791057930813	0	0.0559120117113349	0	0	0	0	0	0	0	0	0	0
Zm00001d022851	0.372168752796582	0.597095117921031	1.41249449692144	1.90985170853571	0	0	0	0	0	0	0	0	0.11776246049305	0.1251527163506	0.5262768908846	1.13925594829455	0.65588951000751	0.742894646556164	0.159823869492891	0.468912283842691	0	0	0	0	0	0	0	0	0.796135623334901	1.66047679421593	0.117996020532289	0.0542698115811187
Zm00001d031133	1.4495746425389	2.61805532521429	4.7447837972412	4.84874390300891	0	0	0	0	0	0.340937720135754	0	0	0	0	0.053942538463508	0	1.72550902483291	6.98254340440233	3.49749095571888	3.02795376113666	0	0.0449427269024968	0	0	0.0987839198630386	0.120373070282609	0	0	0	0	0	0.0778759628069865
Zm00001d031157	0	1.35172594319201	0.230846904501972	0.0880369557377452	0	0	0	0	0	0	0.196766141073057	1.73734290060392	0	0	0	0	0.17468551244478	2.13686550020649	3.63943493077446	3.05081507304822	0.0807519071582481	0	0.0783857965385666	0	0.330019687332698	8.64612262876354	0.718406671476083	1.04705967359897	0	0	2.75765980569845	1.49597682860312
Zm00001d031187	0.399420908535181	0.783221470125594	1.49295622419665	2.07597932630102	0.153469145844331	0	0.586958068943055	0.474675389081767	0.216097384267203	0.194277055888265	1.38022264076344	0.901879708287354	0.358092669134819	0.201475585852279	2.60890117273145	3.0057507411684	0.990698272367097	1.11621062601619	3.57347947440786	4.12184494173947	0.19282959607604	0.156859914353935	0.631730807430438	0.116036138787521	1.00970528709644	0.990302318848202	2.25159653827077	3.45875005427641	0.87634140075562	1.16221672718348	3.65134695174261	3.55286770954758
Zm00001d031189	0.0886116078087101	1.54802437979527	27.3938326675673	28.6477756280356	0	0	8.88729414675041	5.8195879322045	1.34235493213204	0.113138558914097	23.1215588115614	28.5717370501493	0.196270767488416	1.251527163506	5.63868097376357	4.86557227917464	1.82191530557642	26.4965757271698	49.9449592165286	41.755522418373	12.0156314354374	5.11551225899565	6.54031489868665	6.70338356355953	2.7536017661822	12.7225558085676	16.4840655791036	40.3816014118004	0	0.120324405377966	5.0148308726223	7.14552519151397
Zm00001d031395	0.709930772956459	1.10346519270911	0.105283763912686	0.0344156181288111	0.040198580075477	0	0.0320298921833555	0.0163596029719365	0.330183936454147	0.254437520486168	0.0192300730843727	0.0295289677548696	0.262077510906934	0.498411988980426	0	0	3.82415487858616	8.3534859232084	0.0374404379485543	0.141232731381191	11.9010340009401	4.02063030629042	0	0.0303936533368778	0.88695810916557	1.0021983369869	0	0.0136439693924317	1.19075133211932	5.85167708497	0	0
Zm00001d032139	2.57291927399204	2.1805279948723	1.43701107093571	1.55520860372255	0	0	0	0	1.82702372615325	2.47749918045538	0.993129672334713	0.927715692054218	0	0	0.0151596547918869	0	2.85077510195801	3.49024731236469	1.19238476042586	1.09408645217414	0	0	0.01318778051405	0	2.29033039153151	2.70630822160269	1.13614181730981	1.16265189465413	0	0	0.011896259158895	0.0109428731606541
Zm00001d032375	4.25112911972389	4.82652755816733	2.30314832013858	3.2753067943458	0	0	0	0	0.0225014970289289	0	0.0137602303998183	0.0105648428373892	0.0296102572219297	0.0104894890602912	0.0126026045860265	0.0477425227153295	5.2407026327822	7.39703585214225	2.41117204892366	2.47036030700632	0.0451770753509738	0.0209999541105433	0.0109633356080656	0	0	0	0	0	0	0.0484070944632151	0.00988966122847893	0
Zm00001d032431	1.83928958911052	1.72135529490748	0	0	1.48408811846221	0	0	0.603978855666629	0.58047780848953	1.76129216039243	0	0.545088783150701	0	1.08240187114032	0.650226274452016	1.23162805221032	0	0.642503478102628	0	0	1.16544644385147	3.25045235651571	0	0.561050411596961	0	0	1.55525336176309	1.0074411994628	0	0	0.510253061761251	3.28552372815422
Zm00001d032565	0.688481161371332	1.38780084476587	16.3403678908096	16.0974032063351	0.0854649967052165	0	13.0066786770281	15.0604595278367	0.568280998505703	0.43952349112776	9.11723953745596	14.9731858892245	0.527869083610869	0.280497916801344	17.4118958006956	22.3063654934559	0.762226979204577	0.740004005908085	11.3829420513536	9.44184467477356	0.100672805655652	0.0623951943922601	16.5803344855733	11.1790931817343	0.582863564514832	0.250675747919269	9.16530372828375	7.36804077241351	0.549026182629037	0.0359568651090575	19.6874294179944	21.947809869631
Zm00001d032606	5.48204902319427	7.31681817888478	3.04331012078463	3.99509575002045	0	0	0	0	0	0	0	0	4.20317120721136	0.177259674972817	2.66920859550795	3.42886121941706	2.2845710482672	2.41303755364127	1.59965348279695	1.5939420212062	0	0	0	0	0	0	0	0	2.78720654023595	2.63130195673408	1.83835641313216	1.94724375575805
Zm00001d032626	2.54882826955391	2.22637214172802	1.23118349067718	1.32055433606618	0	0	0.409670718375127	0	0	0	0.393532282146115	0.0755366478523444	0.211707794144809	0	0.0901062627517775	0	2.44559717422692	1.33554093762906	0.766196827531464	1.20426910778219	0	0	0	0.155497117820881	0	0.703754167457498	0.287362668590433	0.139607956479863	0.366988475175984	0.346101660413025	0	0
Zm00001d032643	0.106002671023504	0.617280749575683	2.00546750058515	1.26926800982643	0	0	2.49886375881152	4.78040170082144	0	0	2.29131412875729	1.7592273499817	0	0	8.54409478392088	5.67853432171738	0.435897493670619	7.30705928575284	3.98314939546147	2.84922817774761	2.2389158059452	0.333033540162219	5.65061474112907	6.1651458520447	0	0	1.59347523392826	2.78694014056998	0	0.33585877638211	8.31240917228505	6.38388811620886
Zm00001d032648	0	0.58972357325534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d032854	0.419779808254905	0.708695382663892	46.0109039978843	63.728533956364	0.0796970397432534	0	37.1168805896661	43.1051556889625	0.46758372091682	0.472915892122785	20.9688735969365	21.1927987272003	0	1.04626944293099	36.2097705724955	29.4321565742279	0.507703539434937	0.552049432564232	31.8441521102818	44.9253551976012	1.87756974263445	0.901855068438201	53.1274810231777	32.9912299359229	7.64134481413697	5.41539050732949	67.7893331533843	71.4939639598449	0.199100568970657	0.20118100870162	55.1036278178076	30.0193187079767
Zm00001d032921	2.50561404480193	2.35460539430677	7.76988708389182	7.90651896121077	0	0	0	0	1.21056008424998	0.987391059613937	9.14613743285087	7.9206355544371	0.0342581703252508	0.0546120944075344	0	0	4.8973083413894	5.64059644367007	8.76415982528292	7.97029087134174	0	0.0546666987232188	0.0190263706143612	0.0188716956628069	1.58206937838832	3.26998916925901	8.66653153620043	8.13279804657239	0	0	0.0514891725959081	0.0157875815508709
Zm00001d033013	0.0821904768080789	0.615363728614267	0.595518101468855	0.113554913922599	0	0	0	0	0	0	0	0	0	0.0967363991115746	0	0	0.225318994312832	0	0.123535358062138	0	0.312474771177569	0	0	0.10028437308738	0	0	0	0	0	0	0	0
Zm00001d033226	0.374872157780577	0.86359519880104	4.24836557471595	6.93223879604096	0	0	0.0741573435973959	0.0378766401011276	0	0.073635943428836	0.356180065535636	0.341835338586033	0.670647232638385	0.135758878753193	3.26215215657283	5.8700645471448	0.395262981548782	0.483511091995876	1.86370885103575	2.1435990118523	0.0365436596800885	0.0679473091475036	0.141891577463032	0	0.0373369731007756	0	0.097532837941075	0.126357031797029	0.398586804903001	1.21384891662653	1.34395467453726	1.88380634098527
Zm00001d033491	0.550185505200349	0.686543861401739	0.408863174142796	0.0584723064228307	0.204892762623513	0	0.32651367703331	0.444720749446075	0.267135309877022	0.108072653291078	0.130687959369419	0.200679452503243	0	0.0498120264081989	0.1196933938046	0.170038201237992	0.406078635272753	0.650494814894949	0.381668942072576	0.533233585037886	0.321802376287347	0.24930915669793	0.208248832594998	0.258194841157806	0.219192180392613	0.534192928816352	0.429435629740554	0.139087031269117	0.341244507514385	0.172405118153503	0.140890770784823	0.259199100088925
Zm00001d033698	0.676478278301087	0.844137122751182	1.30706159845252	2.24310462173945	0	0	0	0	0	0	0.104446440688879	0	0	0	0	0	1.39088564083766	1.22880386865751	0.71174049237391	0.681860520668724	0	0	0	0.0825402195987577	0.087589718208579	0.106732384385772	0	0	0	0	0.0750670508356512	0.207153157526338
Zm00001d033999	0.0698225528013913	0.842231751680677	11.9730910222815	11.4796095539892	0	0	8.46925558170807	6.51156957798729	0.0587624594093368	0.0891488507996167	6.1448370061372	4.85583879052991	0	0	5.5949702685406	7.9794671070699	0.382826526588971	0.29268626293868	15.7069039457857	11.3484653568651	0.0294948826419319	0.0548411934295857	6.49915833434471	6.75870030714479	0.150675883238424	0.0734423930862427	5.56288525748731	3.28899921001089	0.241278606251133	0.0948110225686843	7.33480051024244	7.721012865166
Zm00001d034068	0.562908650631943	0.750863100687917	8.39160761122855	5.87311456115593	0	0	0.124794160645931	0.0254959699482776	0.784125185683518	0.545233625616823	8.99085447801021	5.4303653787472	0.429937106192538	0.0685377111788794	9.57943169651897	10.2682509886217	1.91566131844749	3.49876680089429	0.583498439677413	0.709234128279712	0.27058568319883	0.0457374927518849	0.0238779323169393	0	4.69981545032353	6.03321089627527	1.00667093429199	1.50972506046136	6.50630999560718	20.5851514378057	4.07096367472496	2.63516620752129
Zm00001d034209	0.192968945549403	0.642118673336627	0.776762741046332	0.17773812613972	0	0	0	0	0.812010544956998	0.410635223279898	0.893816705101242	0.610004838610993	0	0	0	0	0.0881683021224125	2.24694032984851	0.67675891807954	1.62086881803577	0.244545473095488	0	0	0	0.416423707551184	0.507432791550505	0.290078761866335	0.211391253573479	0	0	0	0
Zm00001d034305	1.11792549974685	0.61030940640799	2.10938136557243	1.83413337354243	0	0	2.33588018641489	1.10130025427509	0	0.0892098698624501	2.91270454003218	0.993919588168014	0.619038806698578	0	1.48203524567092	0.935733838434949	1.34080994973016	1.56206184409345	2.94049665432507	2.90508284973823	0	0	2.75042400667562	1.79029227848394	0	0	1.18160933029228	0.688866364314397	0.321925003275525	1.51801467483002	2.86873281951192	2.13959010751023
Zm00001d034331	0.268774545012201	0.737853191182036	0.584228658786981	0.594145142040517	0	0	0	0	0	0	0	0	0	0	2.66048349262357	1.36782704692553	0.957872691462608	1.27688684905704	1.37352582944918	1.35456493639956	0	0	0	0	0	0	0	0	0.123836869348484	1.24088107157561	2.08776529219848	1.31687884026222
Zm00001d034336	1.10876798184975	1.1683444579483	1.24968244609467	1.08933779844069	0	0	0	0	0	0.125836948944282	0	0.0292082331304503	0	0	0	0	1.31716165176502	2.40996959925533	0.555506570286661	1.30385457636201	0	0.0580578021680335	0.0303099314638628	0	0.0638053993612096	0	0	0	0	0.200743975373521	0.0546831666478386	0
Zm00001d034357	4.16943839359114	5.68780119251879	0	0	0.0570210388194201	0	0	0	1.91804816886156	0.85717437781646	0	0	1.60440652302057	0.0415876108330134	0	0	3.53561300421724	3.06106537646403	0	0	0	0.208145962601387	0	0	2.33327003240361	1.83972050718529	0	0	1.58731090010697	1.43939475592333	0	0
Zm00001d034370	0.445159213717674	0.680472531952523	0.262066919223661	0.292141603569963	0	0	0	0	0.477672008555898	0.426281667601111	0.902099552736413	1.05541311406448	0.154063725910776	0.0392957016178498	0.369826162313019	0.52165439987322	0.869513921143779	0.668665925534771	0.284363646783754	0.343536718170933	0	0.0065558319537248	0.0136902748492542	0.0339474492707892	0.96544925375219	0.921843153120942	0.909668496686723	0.591284785751754	0.346115443014707	0.460912325686585	0.382835821318172	0.278315828484691
Zm00001d034434	2.3575058053345	3.08425132021615	3.43284566392766	3.91961616824125	0	0	0.0146796955955254	0	0	0.0583059307136564	0.00881338024937197	0.0067667455046388	0.0126435119469136	0.00671848166955073	0.209870047315162	0.175828799267067	2.21429491793995	3.70886506987275	3.5348396164977	4.59573819350317	0.00723394034935488	0	0.042131872522994	0.0348244677555571	0.0591278352745046	0.0180125446556093	0.0257426044333654	0.0312659993122995	0.0789015986890692	0.00775114438267721	0.430731992414463	0.285506004224775
Zm00001d034435	0.951800206952299	0.950156022923288	2.29878316091474	4.60254742024743	0.153597931141543	0	0.795506049499338	0.68760669722047	0.0600774235359793	0	2.64519740978214	2.25659132605046	0.474343896811165	0	0.403776875324049	0.191203795517966	1.10894760977183	2.46038394831468	7.51060421672888	6.23592439811579	1.20619631951061	1.79418908630051	1.40502429152206	1.10326836182563	0.985904968031669	0.750858592252355	3.48753784152935	10.3745308414609	0.109634599017609	0	0.2112376311627	1.02012065405627
