Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	L_HN_m	L_LN_m
Zm00001d043950	140.6092366	1.306738926	0.389488202	3.355015424	0.000793606	0.006266748	1.969145045	6.166666426
Zm00001d013220	385.413445	1.307916551	0.256202	5.105020854	3.31e-07	7.37e-06	5.274700644	20.24625377
Zm00001d043056	382.2159151	1.312112028	0.329120539	3.986721804	6.7e-05	0.000784651	1.684032828	5.889759655
Zm00001d045043	875.1955231	1.314184922	0.366988883	3.580993822	0.00034229	0.003134293	10.68073845	33.08236077
Zm00001d043800	253.2975253	1.316403978	0.27661169	4.759032342	1.95e-06	3.59e-05	1.123291526	2.792309474
Zm00001d029134	99.19022704	1.316670767	0.360732506	3.64999202	0.000262248	0.002490657	0.480024776	1.408724905
Zm00001d015138	27375.04017	1.317392553	0.292825865	4.498894085	6.83e-06	0.000108395	50.87875553	145.6514149
Zm00001d038203	81.58020095	1.321074471	0.335668698	3.935649883	8.3e-05	0.000945545	4.4145819	16.81218736
Zm00001d018355	227.109244	1.321657449	0.217752065	6.069551839	1.28e-09	5e-08	0.713039983	3.372342648
Zm00001d009117	114.2805289	1.322477423	0.379403405	3.485676207	0.000490895	0.004203781	3.904472232	6.950227184
Zm00001d032582	180.916499	1.324319959	0.297917976	4.445250249	8.78e-06	0.000134878	0.445098904	1.404297938
Zm00001d012097	33.56550824	1.32490624	0.389254265	3.403703849	0.000664788	0.005420475	0.640672513	1.541234662
Zm00001d034788	77.46540027	1.325014967	0.335773999	3.946151195	7.94e-05	0.000910901	0.487355945	2.006270023
Zm00001d003584	1527.803291	1.326580322	0.128449878	10.32761061	5.29e-25	1.87e-22	17.89670116	60.11374303
Zm00001d033480	688.2456255	1.32969604	0.272961722	4.871364493	1.11e-06	2.18e-05	7.404409275	15.45426499
Zm00001d039283	7350.320504	1.329979763	0.185113638	7.184666555	6.74e-13	5.14e-11	83.60229304	258.355804
Zm00001d027519	458.7750003	1.331069915	0.270475645	4.921219122	8.6e-07	1.74e-05	5.350708637	15.62336898
Zm00001d040544	158.1303915	1.334445516	0.378465553	3.525936528	0.000421988	0.003704459	5.861782572	20.20504018
Zm00001d037608	55.79979071	1.336554246	0.406169518	3.290631591	0.000999627	0.007599914	1.079473969	4.756486938
Zm00001d001787	408.9855534	1.33689344	0.190978345	7.000235751	2.56e-12	1.74e-10	4.61105022	16.87004692
Zm00001d014193	233.6794878	1.33692142	0.242696762	5.508608395	3.62e-08	1.02e-06	3.609993427	15.05645071
Zm00001d047560	298.6606508	1.337428226	0.40578946	3.295867336	0.000981183	0.007488001	5.861320613	25.44022206
Zm00001d020242	150.5417467	1.337454463	0.193365165	6.916729084	4.62e-12	3e-10	0.710687643	2.217149845
Zm00001d002191	117.721207	1.337804793	0.270481755	4.946007517	7.58e-07	1.54e-05	1.521529365	4.607244214
Zm00001d044431	397.1433728	1.340188995	0.38251649	3.503611037	0.000458995	0.003972874	3.639704115	16.75082107
Zm00001d035920	144.9411537	1.340781498	0.223244769	6.005880921	1.9e-09	7.06e-08	2.043642906	6.595849442
Zm00001d037927	205.7968803	1.342651076	0.202351218	6.635250772	3.24e-11	1.78e-09	4.409588166	10.54431638
Zm00001d027312	96.14872926	1.343525411	0.330463286	4.065581467	4.79e-05	0.00059198	0.359269342	1.082806741
Zm00001d005358	170.7541854	1.344322202	0.21328442	6.302955465	2.92e-10	1.31e-08	1.691438642	5.190512054
Zm00001d046681	82.17900144	1.344705931	0.395072236	3.403696363	0.000664806	0.005420475	0.921254295	2.521442266
Zm00001d051912	403.266163	1.345773628	0.175107111	7.68543106	1.52e-14	1.55e-12	5.469953654	18.60836362
Zm00001d021572	877.7973564	1.349926495	0.205306156	6.575187626	4.86e-11	2.57e-09	5.820418986	24.07508541
Zm00001d012516	43.51465915	1.350327928	0.363187468	3.717991525	0.000200813	0.001984523	0.89650314	2.005997723
Zm00001d028465	532.6804732	1.350343666	0.347131175	3.890009786	0.00010024	0.00110903	9.539511231	39.12939865
Zm00001d029447	297.1439394	1.350589332	0.418496502	3.227241625	0.001249899	0.009119008	10.09721527	38.92732715
Zm00001d018421	444.7932736	1.35240191	0.17203963	7.860990587	3.81e-15	4.18e-13	1.813812365	6.165678441
Zm00001d014953	361.5978575	1.356732536	0.20413075	6.646389819	3e-11	1.65e-09	4.296732415	13.41205819
Zm00001d051829	203.4418899	1.356918543	0.28303647	4.79414735	1.63e-06	3.08e-05	1.299645837	6.076810482
Zm00001d027731	7218.323139	1.358831401	0.23887444	5.68847551	1.28e-08	3.95e-07	47.76106099	169.3052662
Zm00001d009908	395.1405258	1.36316596	0.351710544	3.875817726	0.000106267	0.001165517	1.977905808	7.926119376
Zm00001d034763	197.9070096	1.366700925	0.397259696	3.440321125	0.000581024	0.004839865	4.93906879	24.75365882
Zm00001d019836	390.9664109	1.367706441	0.262022665	5.219802041	1.79e-07	4.22e-06	6.807106735	23.76410816
Zm00001d022275	120.9379745	1.368593691	0.348022782	3.932483049	8.41e-05	0.000956861	2.184768501	6.115405417
Zm00001d027530	218.7956087	1.371585517	0.376599504	3.642026878	0.0002705	0.002553503	2.798990814	14.02928902
Zm00001d037035	650.3682922	1.373317007	0.363512398	3.777909683	0.00015815	0.001628966	4.276735261	17.73887437
Zm00001d029761	402.3353011	1.373966782	0.276287784	4.972955234	6.59e-07	1.37e-05	3.41733502	11.872476
Zm00001d017777	320.0280953	1.37571886	0.323665496	4.250434095	2.13e-05	0.000294507	2.592373772	9.392594331
Zm00001d049094	203.2879187	1.382050123	0.431328587	3.204170012	0.001354525	0.00974055	1.385918849	4.995715825
Zm00001d018047	233.6406137	1.382467037	0.303673695	4.552475431	5.3e-06	8.67e-05	1.186282166	3.497239744
Zm00001d048647	408.1120952	1.382771774	0.406887436	3.398413548	0.000677779	0.005512712	6.644763864	21.47493052
Zm00001d008974	557.7125007	1.384041222	0.389405227	3.55424408	0.000379067	0.003403022	6.888980092	25.68984999
Zm00001d051323	335.4501337	1.384307556	0.350208388	3.952810963	7.72e-05	0.000888593	2.570165877	10.22037189
Zm00001d046745	490.3133708	1.385940365	0.428245016	3.23632573	0.001210791	0.00888248	20.43857329	26.09092144
Zm00001d039058	150.3111376	1.39360464	0.398650258	3.495807696	0.000472629	0.004068348	4.36078662	17.52544996
Zm00001d017820	75.7459627	1.395311991	0.383399669	3.63931454	0.000273365	0.002577799	0.893246761	2.529829562
Zm00001d014328	112.086409	1.396951472	0.255800743	5.461092312	4.73e-08	1.29e-06	1.226091757	6.110532154
Zm00001d010579	236.5738182	1.399072061	0.320580706	4.364180492	1.28e-05	0.000188205	2.225801912	7.510440599
Zm00001d036181	35.67324398	1.39909578	0.338529847	4.132857986	3.58e-05	0.000462006	0.441311944	1.360756537
Zm00001d036624	85.2467377	1.399653076	0.331194547	4.226075242	2.38e-05	0.00032345	0.840181235	2.065206422
Zm00001d000241	74.73476896	1.400892061	0.377537871	3.710600096	0.000206769	0.00203279	1.168295484	3.37307236
Zm00001d051139	396.0193308	1.401389389	0.270698327	5.176941449	2.26e-07	5.22e-06	3.439118589	13.65371061
Zm00001d005587	42.75527942	1.401463132	0.382739402	3.661664113	0.000250582	0.002400381	0.223829136	0.787213628
Zm00001d039416	531.9060748	1.402936345	0.300839695	4.663401699	3.11e-06	5.47e-05	6.401792975	26.29332094
Zm00001d025716	91.02158923	1.404823141	0.400509676	3.507588521	0.000452188	0.00392336	1.133367461	4.556765697
Zm00001d021829	143.9426986	1.406754211	0.3589027	3.919597733	8.87e-05	0.001003041	1.263580931	4.477556299
Zm00001d032253	231.1318885	1.407601951	0.309862824	4.542661598	5.55e-06	9.03e-05	2.4855372	10.00280497
Zm00001d046644	46.7186536	1.408662208	0.427463454	3.29539799	0.000982824	0.007497912	0.603561376	2.848196807
Zm00001d023664	264.2755754	1.409137561	0.354830341	3.971299514	7.15e-05	0.000829549	4.068600861	15.98275139
Zm00001d044179	343.2853968	1.41140158	0.277699728	5.082473756	3.73e-07	8.22e-06	5.891048398	21.1499188
Zm00001d003271	1905.35719	1.411627161	0.304861934	4.630381831	3.65e-06	6.3e-05	41.96427414	151.4096612
Zm00001d027624	1960.615872	1.412907146	0.299616119	4.715724738	2.41e-06	4.34e-05	16.09848176	66.26835417
Zm00001d018961	230.9634622	1.414802745	0.272899364	5.184338739	2.17e-07	5.03e-06	1.456498199	5.052603065
Zm00001d001896	495.1087623	1.41625716	0.243296085	5.821125969	5.85e-09	1.93e-07	6.883804506	21.43205845
Zm00001d034443	198.6682266	1.418136754	0.219537536	6.459655042	1.05e-10	5.17e-09	1.832746059	6.22173201
Zm00001d006106	81.37763144	1.419241376	0.432037436	3.284996298	0.001019837	0.007725605	1.325591143	4.942356797
Zm00001d051427	603.0746818	1.419628568	0.194803311	7.287497131	3.16e-13	2.53e-11	8.564006845	31.09607234
Zm00001d020043	89.60182818	1.421296573	0.345733424	4.110960852	3.94e-05	0.000503204	0.779186533	3.504969799
Zm00001d044628	133.5045048	1.425101619	0.383120638	3.719720312	0.000199444	0.001973926	0.854198754	4.023453012
Zm00001d042618	59.02191031	1.426449438	0.381490498	3.739148009	0.000184645	0.001855257	0.960973145	3.652603083
Zm00001d041472	989.5895282	1.426707366	0.379975497	3.754735177	0.000173525	0.001759289	12.70708054	50.07733461
Zm00001d009522	73.37374547	1.430018389	0.301129958	4.748841318	2.05e-06	3.75e-05	1.105111872	3.681021886
Zm00001d013549	143.0290152	1.430022566	0.353679119	4.04327677	5.27e-05	0.000643165	2.7869654	10.46907099
Zm00001d034109	354.9678983	1.431705757	0.345098097	4.148692121	3.34e-05	0.000434639	4.637390616	17.03683592
Zm00001d002075	602.2653725	1.43234691	0.330866254	4.329081291	1.5e-05	0.000216639	5.210131743	19.30823294
Zm00001d043025	273.5504588	1.437223439	0.377418519	3.808036343	0.000140075	0.001472475	1.952813311	10.33430312
Zm00001d053695	280.3344906	1.440306477	0.370842667	3.883874768	0.000102805	0.001134569	2.20196451	10.37614113
Zm00001d047046	74.76360772	1.44197504	0.284673539	5.065363806	4.08e-07	8.9e-06	1.260688544	2.894067544
Zm00001d047351	332.9283493	1.443055163	0.404713559	3.565620994	0.000362996	0.003292119	4.016674969	19.51973278
Zm00001d013527	145.9267601	1.44348742	0.375050446	3.848782033	0.000118707	0.001281317	1.01034946	5.464375392
Zm00001d049571	73.34569427	1.446959383	0.356764407	4.055784022	5e-05	0.000614494	0.929236723	3.246077722
Zm00001d051501	29.34759915	1.448630166	0.437742149	3.309323007	0.000935219	0.007196741	0.930753967	4.172397239
Zm00001d039584	35.23295363	1.448692099	0.446836201	3.242109962	0.001186482	0.008739889	0.53697443	1.894427755
Zm00001d051843	136.8605582	1.449706891	0.371771341	3.89945843	9.64e-05	0.001075366	1.117947098	4.29339738
Zm00001d045124	179.2069057	1.452399082	0.387100327	3.75199653	0.000175432	0.001775304	0.933162556	3.002766937
Zm00001d044618	47.56608419	1.453921978	0.422246033	3.443305237	0.00057465	0.004795794	0.306687653	1.765306197
Zm00001d028214	254.5540232	1.456053899	0.393819331	3.697263649	0.000217936	0.002129967	2.167614155	12.98292266
Zm00001d025869	34.75089666	1.456083802	0.44063807	3.304489329	0.000951496	0.007298401	0.297468806	0.7123638
Zm00001d013208	168.4612548	1.457792522	0.452958622	3.218379011	0.001289173	0.009354167	4.036104857	16.2952817
Zm00001d042869	3395.153874	1.458175743	0.261910518	5.567457739	2.58e-08	7.48e-07	15.24190872	51.62407091
Zm00001d054089	630.0918783	1.458860126	0.34939522	4.175386623	2.97e-05	0.000392952	5.975004074	20.61707073
Zm00001d026641	325.3979238	1.459396257	0.181692193	8.032245258	9.57e-16	1.14e-13	2.247867395	8.361114293
Zm00001d039858	508.7285332	1.459730989	0.406643024	3.589711126	0.000331045	0.003052704	4.097453658	14.61067304
Zm00001d014304	57.73977441	1.460626193	0.354147978	4.124338645	3.72e-05	0.000476667	1.096035863	3.900054198
Zm00001d014667	210.532609	1.462448236	0.338489775	4.320509338	1.56e-05	0.000223766	6.95015723	26.14133479
Zm00001d026311	247.1194454	1.463212811	0.364604707	4.013148438	5.99e-05	0.000712427	1.890993484	7.86374013
Zm00001d017931	25.96195284	1.464227052	0.386902687	3.784484056	0.000154028	0.001591441	0.429652126	1.143715705
Zm00001d025726	597.3402855	1.465243392	0.395101603	3.708523022	0.000208472	0.002047262	5.601525804	25.93314286
Zm00001d009497	137.8887317	1.469748695	0.377620599	3.892130612	9.94e-05	0.001102355	0.448436918	1.837698762
Zm00001d053569	1022.630874	1.469937659	0.361285409	4.068632785	4.73e-05	0.000585917	12.14661229	35.74923892
Zm00001d027861	1607.173951	1.475469623	0.181125536	8.146115984	3.76e-16	4.92e-14	13.32598559	64.05529538
Zm00001d037233	70.56222019	1.47776293	0.391856675	3.771182234	0.000162476	0.001665771	0.39684018	1.13603903
Zm00001d015568	165.8019214	1.478472627	0.207830387	7.113842433	1.13e-12	8.21e-11	1.100113038	4.064329648
Zm00001d028922	157.3671127	1.479713139	0.392710719	3.767946904	0.000164596	0.001684902	6.510369232	23.38149859
Zm00001d031533	61.12023628	1.479807426	0.230062548	6.432196117	1.26e-10	6.11e-09	0.695769915	2.317496625
Zm00001d011754	32.01969522	1.482093908	0.380807874	3.891972849	9.94e-05	0.001102388	0.175716798	0.716520776
Zm00001d023309	270.0088492	1.483550676	0.393694158	3.768282166	0.000164375	0.00168329	1.616971584	5.223270865
Zm00001d013750	54.62051675	1.485225182	0.273744343	5.425592236	5.78e-08	1.53e-06	1.304416902	5.377320727
Zm00001d026471	41.5380851	1.486354176	0.394701744	3.765765413	0.00016604	0.001696414	0.653859337	2.102043776
Zm00001d038971	479.6530604	1.488270641	0.335661096	4.433849075	9.26e-06	0.000141642	3.738129782	17.99243046
Zm00001d053751	51.13685713	1.489108863	0.394831558	3.771504154	0.000162266	0.001664265	0.89760979	2.785312428
Zm00001d042468	124.6435304	1.491419949	0.339492498	4.39308661	1.12e-05	0.000167057	0.288966202	1.179698141
Zm00001d011835	409.1254007	1.495162284	0.254040501	5.88552723	3.97e-09	1.37e-07	3.068608698	11.72594217
Zm00001d042787	112.2841611	1.495620084	0.268564272	5.568946571	2.56e-08	7.43e-07	1.157835131	3.941352217
Zm00001d013080	126.7479965	1.496316567	0.44454301	3.365965796	0.000762762	0.006082858	1.667757168	6.607616205
Zm00001d025665	952.5150458	1.499011144	0.284836017	5.262716271	1.42e-07	3.45e-06	4.017935641	20.31970906
Zm00001d008338	290.5689082	1.49926243	0.302097577	4.962841625	6.95e-07	1.43e-05	1.346190744	5.037496672
Zm00001d014889	55.31771519	1.501900817	0.434810464	3.45415058	0.000552029	0.004649366	1.208327762	5.146141457
Zm00001d043752	173.6707077	1.504224432	0.325253886	4.624770051	3.75e-06	6.44e-05	2.032317296	9.873795579
Zm00001d006107	315.4022889	1.510058054	0.314645769	4.799232035	1.59e-06	3e-05	2.744960849	10.0248753
Zm00001d049054	141.1977407	1.515119567	0.224307598	6.754651124	1.43e-11	8.53e-10	2.043472048	6.448826186
Zm00001d006293	560.6702606	1.516312748	0.21988541	6.895922523	5.35e-12	3.43e-10	2.032574215	7.781362693
Zm00001d032787	179.5813466	1.521709926	0.286861173	5.30469116	1.13e-07	2.81e-06	2.83993333	13.13462386
Zm00001d014608	125.5195155	1.522035408	0.361211638	4.213694265	2.51e-05	0.00034049	1.12265847	4.007946405
Zm00001d013278	260.8881167	1.527858017	0.356244074	4.288795606	1.8e-05	0.000253564	0.583780674	1.974291839
Zm00001d020364	50.47430033	1.529906467	0.40691358	3.759782279	0.000170061	0.001731509	0.770984753	2.425769139
Zm00001d018049	218.2583237	1.53115756	0.246196847	6.219241139	5e-10	2.12e-08	0.824474826	3.242501422
Zm00001d039392	164.7113094	1.535590932	0.445828272	3.444355213	0.000572423	0.004786228	1.510274117	7.189272037
Zm00001d003774	55.01937221	1.536937407	0.441799988	3.47880817	0.000503649	0.004307447	0.428771473	1.365947754
Zm00001d038366	95.46648746	1.537167135	0.328431944	4.680321645	2.86e-06	5.08e-05	0.764947608	4.082713947
Zm00001d042786	656.7858446	1.539494557	0.307418909	5.007806979	5.51e-07	1.17e-05	9.42688726	46.12954973
Zm00001d011276	56.88242251	1.541958085	0.457117848	3.373217848	0.000742951	0.005964268	0.539686746	2.132644115
Zm00001d039374	118.3279198	1.542353079	0.442043582	3.489142567	0.000484573	0.004161716	0.707602925	2.997690976
Zm00001d002131	278.8659001	1.545212859	0.318596828	4.850057261	1.23e-06	2.4e-05	4.174566359	17.50407376
Zm00001d004698	128.7791229	1.547259712	0.407415087	3.797747703	0.000146017	0.001522845	1.257370303	4.194999516
Zm00001d005764	497.2017975	1.547592734	0.210467933	7.353104632	1.94e-13	1.63e-11	2.46750676	9.185551185
Zm00001d010452	56.32801836	1.54939708	0.388883136	3.984222854	6.77e-05	0.000790671	1.049593642	3.564967252
Zm00001d005392	717.5053963	1.549777499	0.361975386	4.281444432	1.86e-05	0.000260704	6.444881754	25.74578355
Zm00001d043286	89.6943212	1.549840194	0.476158102	3.254885696	0.00113438	0.00841018	0.36821463	0.930171052
Zm00001d043365	515.2247429	1.551526042	0.373839166	4.150250117	3.32e-05	0.000432462	4.515607263	18.92842197
Zm00001d042096	298.8975724	1.555181947	0.246937513	6.297876455	3.02e-10	1.35e-08	7.593073675	33.92253388
Zm00001d022352	33.06050742	1.557993274	0.438058359	3.556588388	0.000375702	0.003385397	0.506057271	1.616270385
Zm00001d051128	56.63160334	1.558805659	0.411678486	3.786463741	0.000152806	0.001581089	2.460194668	9.308156296
Zm00001d034072	1352.797814	1.55954326	0.442394837	3.525229341	0.000423116	0.003713136	17.85795378	76.16014275
Zm00001d032536	933.0617476	1.560816985	0.357846007	4.361700155	1.29e-05	0.000190035	5.515537015	21.59891415
Zm00001d004022	316.8343604	1.562937635	0.22832169	6.84533142	7.63e-12	4.74e-10	2.428092501	13.98336337
Zm00001d038562	427.0264264	1.56446628	0.489464506	3.196281366	0.001392113	0.009962308	7.234624206	32.79334611
Zm00001d036098	591.4292117	1.566296465	0.484582579	3.232259126	0.001228156	0.008990009	4.595651048	25.28629587
Zm00001d026025	155.525789	1.570011635	0.325507782	4.823269125	1.41e-06	2.71e-05	0.974101889	3.900415276
Zm00001d046909	992.6795284	1.571282811	0.260075364	6.041644197	1.53e-09	5.81e-08	8.225501345	43.11876843
Zm00001d029198	50.86884983	1.573763129	0.372721638	4.22235515	2.42e-05	0.000328501	0.755487792	2.209656105
Zm00001d043233	433.5311523	1.57895475	0.345585221	4.568930195	4.9e-06	8.14e-05	2.869138291	12.66286886
Zm00001d015205	3189.159782	1.580972545	0.196350159	8.051801718	8.16e-16	9.85e-14	38.99367948	157.7921131
Zm00001d026064	99.98073146	1.581674558	0.493495612	3.205042802	0.001350424	0.009721589	0.610125938	2.126716268
Zm00001d032707	71.4534382	1.5824403	0.250498092	6.317175056	2.66e-10	1.2e-08	0.611372493	2.163228646
Zm00001d050840	112.7139573	1.584551198	0.405929508	3.903513213	9.48e-05	0.00106308	1.902974057	9.405523759
Zm00001d016896	253.2364548	1.585118722	0.429530099	3.6903554	0.000223941	0.002180633	2.508354763	10.31853717
Zm00001d017613	306.9967621	1.587203997	0.43856868	3.619054594	0.000295681	0.002758861	2.94808944	9.518917631
Zm00001d016083	636.1448882	1.587634186	0.341192259	4.653195219	3.27e-06	5.72e-05	33.30732553	117.3106988
Zm00001d048131	296.089706	1.589646689	0.485238846	3.276008716	0.001052853	0.007922943	3.323991978	10.94588649
Zm00001d048217	97.32363469	1.589762084	0.317937033	5.000241938	5.73e-07	1.21e-05	0.927739801	2.92233011
Zm00001d044908	548.4054405	1.592560605	0.347768293	4.579372631	4.66e-06	7.8e-05	6.24214946	28.54736486
Zm00001d038754	88.5809913	1.595273733	0.309595852	5.152761977	2.57e-07	5.86e-06	0.311361516	1.21914891
Zm00001d016891	157.1990331	1.596560805	0.426756222	3.741154134	0.000183177	0.001841755	0.892743277	4.200854223
Zm00001d003414	123.4391312	1.605167462	0.31324464	5.124325397	2.99e-07	6.73e-06	1.699322172	5.993452026
Zm00001d003861	924.9204115	1.605955158	0.4550375	3.529280902	0.000416691	0.003670082	4.11674944	20.099437
Zm00001d052308	584.4245976	1.606731619	0.274958813	5.843535619	5.11e-09	1.72e-07	1.76758313	5.439872716
Zm00001d007832	55.0596053	1.615362092	0.483950207	3.337868376	0.000844237	0.006598526	0.539346379	4.287881422
Zm00001d014063	188.0021347	1.619242958	0.455534172	3.554602614	0.000378551	0.003402504	0.934677256	4.024110289
Zm00001d023218	766.580774	1.620634793	0.32430802	4.997208501	5.82e-07	1.22e-05	2.338182293	7.552723179
Zm00001d039769	612.2135332	1.621536796	0.283898272	5.711682509	1.12e-08	3.51e-07	2.046444169	9.67212155
Zm00001d047240	202.9452404	1.622141832	0.367184926	4.41777893	9.97e-06	0.000150939	0.772185209	4.242635089
Zm00001d031833	1096.031923	1.622910691	0.432739628	3.750316784	0.000176611	0.001785879	23.24553948	83.88235043
Zm00001d006057	126.157011	1.623225532	0.40423455	4.01555367	5.93e-05	0.000706546	1.415358765	5.089956156
Zm00001d028689	34.53856398	1.623892359	0.429066052	3.784714156	0.000153885	0.001590588	0.218841399	1.241090637
Zm00001d039644	323.4745179	1.632252489	0.461322531	3.538202404	0.000402861	0.003580329	7.374878707	31.59416078
Zm00001d008923	213.0676086	1.638857672	0.398920906	4.108227086	3.99e-05	0.000507975	4.869307861	25.32396189
Zm00001d039007	52.4710555	1.638919482	0.31850549	5.145655358	2.67e-07	6.06e-06	0.495995317	1.748043994
Zm00001d039475	76.84790945	1.640456861	0.298970138	5.487025805	4.09e-08	1.13e-06	0.24681508	1.035940835
Zm00001d038275	115.8170166	1.640683685	0.433869963	3.781510183	0.00015588	0.001608075	0.981459283	4.02482803
Zm00001d003833	696.1440546	1.647565389	0.45735652	3.602365584	0.000315334	0.002918451	8.837252476	49.89620654
Zm00001d052837	1296.026382	1.648227307	0.289084999	5.701531777	1.19e-08	3.7e-07	9.177556816	70.80806166
Zm00001d012241	457.0611637	1.649979082	0.43379106	3.803626293	0.000142593	0.001494237	10.21488628	32.97007609
Zm00001d050307	168.1658941	1.652863815	0.37334737	4.427147334	9.55e-06	0.000145443	2.518641061	9.696232639
Zm00001d042285	275.4983168	1.653320254	0.366875329	4.506490683	6.59e-06	0.000105027	2.258709568	10.78765832
Zm00001d009938	2050.662711	1.653896343	0.401401311	4.120306283	3.78e-05	0.000484152	26.36763802	151.1762549
Zm00001d025574	683.0672805	1.654231762	0.412177798	4.013393659	5.99e-05	0.000712005	9.188851691	36.95551649
Zm00001d012437	181.7643926	1.655512265	0.414207599	3.996817701	6.42e-05	0.000756947	2.921166219	10.40629347
Zm00001d030172	495.2451104	1.65850342	0.345119632	4.805589908	1.54e-06	2.93e-05	1.59819434	7.822479711
Zm00001d009083	41.46783679	1.660066087	0.481900429	3.444832142	0.000571414	0.004779296	1.441464006	6.385461957
Zm00001d026584	887.1037786	1.663244048	0.334990992	4.965041111	6.87e-07	1.42e-05	9.953761349	41.71172332
Zm00001d048683	63.91426472	1.663692556	0.473801018	3.511373959	0.000445797	0.003876316	0.575993567	3.073184081
Zm00001d008925	777.8489342	1.664648622	0.429027389	3.880052096	0.000104434	0.001148256	5.191910515	27.59273019
Zm00001d046952	6923.706945	1.670739439	0.252544806	6.615615923	3.7e-11	2.01e-09	63.22539013	338.4296442
Zm00001d020280	46.55700834	1.671306656	0.488797076	3.419223923	0.000628	0.005164767	0.328069502	2.279939037
Zm00001d006324	121.8969941	1.672646827	0.329620777	5.074458109	3.89e-07	8.52e-06	0.76521959	2.990666009
Zm00001d013787	179.2388765	1.676241957	0.365966386	4.580316717	4.64e-06	7.77e-05	3.089015813	9.745640838
Zm00001d013797	172.9719851	1.681211271	0.451463821	3.723911401	0.00019616	0.001950145	0.518729795	2.709095156
Zm00001d005789	193.5361152	1.681987779	0.321776399	5.227194368	1.72e-07	4.07e-06	6.117323623	28.50118524
Zm00001d040726	37.24358444	1.685892157	0.453047889	3.721222848	0.00019826	0.001965879	0.415663417	1.851075985
Zm00001d000204	196.7424083	1.687341398	0.525938737	3.208247045	0.001335467	0.009637423	1.52645378	6.587326846
Zm00001d010448	1043.756759	1.687624848	0.389583866	4.331865343	1.48e-05	0.000214502	4.640525968	21.37298056
Zm00001d019250	29.03820307	1.687694156	0.464605155	3.632534287	0.000280651	0.00263806	0.34039756	1.48544622
Zm00001d012092	19.7808128	1.688771018	0.381939438	4.421567531	9.8e-06	0.00014879	0.277388181	1.203783806
Zm00001d040047	59.66183902	1.690558535	0.289027681	5.849123273	4.94e-09	1.67e-07	0.5420521	1.701061135
Zm00001d021615	2347.13031	1.698401425	0.38885427	4.367706765	1.26e-05	0.000185708	26.99382478	110.2889764
Zm00001d029573	131.027601	1.699648011	0.418168775	4.064502454	4.81e-05	0.000594449	0.486124476	2.966976642
Zm00001d024672	229.976978	1.70012777	0.408725642	4.159581872	3.19e-05	0.000417213	4.155259851	17.03583421
Zm00001d051804	6654.148911	1.700857703	0.095284929	17.85022798	2.88e-71	1.91e-67	89.73444736	314.8072756
Zm00001d009123	31.63997829	1.70094846	0.417387855	4.075222701	4.6e-05	0.000572166	0.250021704	1.163153808
Zm00001d002876	75.85022622	1.704093758	0.449017802	3.795158568	0.000147549	0.001535251	0.365844732	1.694570443
Zm00001d002316	123.8217671	1.706618202	0.357673123	4.771446594	1.83e-06	3.39e-05	0.66349603	2.997519612
Zm00001d019576	45.24486439	1.711112392	0.376509345	4.544674425	5.5e-06	8.95e-05	0.962257358	3.191315853
Zm00001d038753	295.5283393	1.711479741	0.331349646	5.165177511	2.4e-07	5.52e-06	5.646612895	27.257229
Zm00001d023384	681.9463139	1.712143032	0.468516944	3.654388714	0.000257795	0.002459798	9.897063042	57.46652256
Zm00001d017682	1111.991931	1.712615466	0.291593887	5.873290029	4.27e-09	1.46e-07	15.05950883	65.15520731
Zm00001d034859	481.2520814	1.724813669	0.240712169	7.16546104	7.75e-13	5.8e-11	10.42384147	39.21722801
Zm00001d026703	123.8714878	1.732181919	0.259104978	6.685251417	2.31e-11	1.31e-09	1.620708807	7.675829662
Zm00001d021632	48.00612858	1.73441748	0.474120741	3.658176767	0.000254016	0.002429844	3.265841335	12.86883482
Zm00001d046299	116.0877296	1.738758494	0.467720249	3.717518109	0.00020119	0.001987505	1.353175362	7.161896244
Zm00001d028987	277.025793	1.739834671	0.435627961	3.993854455	6.5e-05	0.000764279	0.991832074	5.034495181
Zm00001d013098	1148.471655	1.741543205	0.330159922	5.274847399	1.33e-07	3.26e-06	2.88180166	14.01778371
Zm00001d043904	122.7392632	1.749522869	0.329100665	5.316072112	1.06e-07	2.67e-06	1.629421253	9.678404274
Zm00001d005790	247.8433377	1.749895229	0.493285458	3.547429181	0.00038901	0.003477557	3.948637429	21.29146504
Zm00001d014612	49.06495569	1.75258284	0.425101366	4.122741021	3.74e-05	0.000479754	1.122279044	2.775368205
Zm00001d025412	683.395943	1.753209281	0.224319788	7.81566931	5.47e-15	5.9e-13	4.390890384	22.49243888
Zm00001d028510	2050.452986	1.75801227	0.25090726	7.00662176	2.44e-12	1.68e-10	31.67485216	142.7349809
Zm00001d014109	233.3463672	1.770427243	0.514689366	3.439797592	0.000582149	0.004844333	0.783264562	2.580486009
Zm00001d032781	245.1520933	1.771776662	0.473954742	3.738282383	0.000185282	0.001858695	0.924208484	3.134610984
Zm00001d032870	219.5489431	1.773054948	0.410945433	4.314575137	1.6e-05	0.000229118	1.580963407	8.994783196
Zm00001d016199	160.4238861	1.780438975	0.330541448	5.386431818	7.19e-08	1.87e-06	1.955479813	7.301949047
Zm00001d029619	46.73030807	1.791887695	0.523161324	3.425114992	0.000614539	0.005068584	0.614847252	2.995750304
