Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	L_HN_m	L_LN_m
Zm00001d053938	55.79894991	-1.806394372	0.469180099	-3.850108677	0.000118065	0.001275542	3.556455964	1.344571349
Zm00001d027320	376.499437	-1.804436853	0.251095507	-7.186257037	6.66e-13	5.1e-11	5.410689496	2.286208069
Zm00001d001812	720.7558452	-1.799464958	0.276837159	-6.500084626	8.03e-11	4.12e-09	29.86619254	10.75424684
Zm00001d034808	3904.018722	-1.798771964	0.276861253	-6.497015896	8.19e-11	4.19e-09	243.4724562	92.91326272
Zm00001d029150	691.7871037	-1.796336794	0.337903358	-5.316125897	1.06e-07	2.67e-06	31.02631402	13.79374849
Zm00001d029102	1073.286709	-1.794909818	0.339291139	-5.290175937	1.22e-07	3.03e-06	47.71680907	39.59803687
Zm00001d027999	2132.111989	-1.794548735	0.403975063	-4.442226515	8.9e-06	0.000136709	70.43211682	27.37834393
Zm00001d012415	143.0355871	-1.793979223	0.437182766	-4.103499414	4.07e-05	0.000517232	6.030376838	2.374255371
Zm00001d003398	968.3267117	-1.79272495	0.195260959	-9.181174567	4.26e-20	9.76e-18	54.63327377	31.25012889
Zm00001d037150	828.9870756	-1.791578623	0.321872328	-5.566115714	2.6e-08	7.53e-07	23.9310059	15.9879931
Zm00001d021879	147.7414221	-1.790739879	0.521534749	-3.433596482	0.00059563	0.004935221	3.441185293	2.053534692
Zm00001d025770	2764.399847	-1.790418799	0.207491085	-8.628895044	6.19e-18	1.1e-15	102.9614042	51.51011448
Zm00001d003513	558.3279029	-1.790417806	0.273642075	-6.542918543	6.03e-11	3.15e-09	37.93193204	18.72750428
Zm00001d012612	50.75574762	-1.790049188	0.518837678	-3.450114102	0.00056035	0.004705631	1.44234315	0.525839147
Zm00001d009315	331.4797492	-1.789992835	0.225172522	-7.949428378	1.87e-15	2.13e-13	17.9822459	8.920972912
Zm00001d018609	62.84297759	-1.788389258	0.455686894	-3.924601041	8.69e-05	0.00098578	1.212875709	1.115556203
Zm00001d032197	122358.8978	-1.785238368	0.294517846	-6.061562625	1.35e-09	5.24e-08	5246.990435	2656.194989
Zm00001d003867	2145.388346	-1.784716026	0.40762137	-4.378367175	1.2e-05	0.000177833	110.4638411	47.16939747
Zm00001d021177	3188.730042	-1.784494329	0.387317354	-4.607318288	4.08e-06	6.93e-05	309.3095117	133.0562497
Zm00001d010679	62.50189168	-1.783590758	0.264439948	-6.744785615	1.53e-11	9e-10	2.387810125	1.00108779
Zm00001d038505	165.6949195	-1.781078226	0.23587962	-7.550793176	4.33e-14	4.09e-12	20.65401882	9.202909534
Zm00001d009582	366.827129	-1.779746477	0.205029886	-8.68042467	3.94e-18	7.22e-16	20.98048001	9.507082641
Zm00001d018197	24124.09159	-1.778057649	0.218318219	-8.144339298	3.81e-16	4.97e-14	1054.372792	456.0995126
Zm00001d037533	34.61466768	-1.777652495	0.521381493	-3.4095044	0.00065081	0.005324338	1.920115644	1.29548876
Zm00001d042346	1559.127052	-1.777111478	0.354081381	-5.018935121	5.2e-07	1.11e-05	73.50272725	33.73289666
Zm00001d040981	562.7586142	-1.772949971	0.148155319	-11.96683305	5.3e-33	4.14e-30	5.427205562	2.418242179
Zm00001d034338	1945.035698	-1.772732055	0.402780372	-4.40123744	1.08e-05	0.000161812	76.03470513	37.45425227
Zm00001d041685	294.5291231	-1.768817492	0.472745586	-3.74158436	0.000182864	0.001839405	42.48122002	21.05020655
Zm00001d023592	238.8986425	-1.768445372	0.548688098	-3.223043072	0.001268365	0.009228387	6.355896398	3.979734171
Zm00001d024148	39394.71772	-1.761463185	0.227476957	-7.743479649	9.67e-15	1.01e-12	1180.04884	640.6097889
Zm00001d004416	60.80869492	-1.7594605	0.488427875	-3.602293379	0.000315422	0.002918451	1.01766402	0.412846366
Zm00001d007274	3129.81799	-1.757657733	0.407067925	-4.317848759	1.58e-05	0.000226358	145.1859259	75.63698927
Zm00001d014863	287.7382682	-1.757243645	0.419341128	-4.190487239	2.78e-05	0.000371556	5.094518954	4.539257112
Zm00001d049375	804.9995039	-1.753423782	0.402532844	-4.355976932	1.32e-05	0.000194316	27.31440392	13.99770803
Zm00001d017086	129.8273855	-1.753325607	0.435910067	-4.022218667	5.77e-05	0.000691726	14.42489426	6.630114715
Zm00001d045404	145.3324014	-1.753276477	0.271280435	-6.46296693	1.03e-10	5.08e-09	5.059955636	2.951476412
Zm00001d029074	2007.642986	-1.752723948	0.358807846	-4.884854021	1.04e-06	2.05e-05	42.32102003	16.58879818
Zm00001d001843	1349.909604	-1.752586894	0.137498582	-12.74621791	3.27e-37	3.48e-34	88.1974754	40.81971779
Zm00001d028409	169.7593882	-1.749938122	0.515967702	-3.39156524	0.000694946	0.005628216	4.040293074	1.380794981
Zm00001d007267	45451.62866	-1.749778849	0.34707513	-5.041498799	4.62e-07	9.95e-06	1459.816019	787.8984618
Zm00001d029050	1496.527869	-1.749673037	0.417542297	-4.190409089	2.78e-05	0.000371556	39.08672034	21.25073695
Zm00001d043170	4331.295472	-1.74880516	0.2186778	-7.997177397	1.27e-15	1.5e-13	324.2315784	129.0516112
Zm00001d038267	199.8129392	-1.747645917	0.277428263	-6.299451608	2.99e-10	1.34e-08	10.15789296	4.800591226
Zm00001d026603	79422.99086	-1.745306164	0.314131844	-5.555967017	2.76e-08	7.94e-07	970.3043199	452.3162659
Zm00001d012212	57.57199018	-1.744000416	0.415848472	-4.193836298	2.74e-05	0.000366861	1.949921454	0.729760862
Zm00001d004513	2914.545083	-1.74115886	0.293460399	-5.933198717	2.97e-09	1.06e-07	85.98518335	37.54988821
Zm00001d047356	150.6353045	-1.73976628	0.379577371	-4.583429923	4.57e-06	7.66e-05	10.91363109	5.381573858
Zm00001d004473	2788.656444	-1.737980834	0.206307104	-8.424241332	3.63e-17	5.61e-15	77.07213715	45.7552048
Zm00001d014447	80.30220246	-1.733629809	0.293432131	-5.908111715	3.46e-09	1.21e-07	1.917596689	1.094663891
Zm00001d025249	494.5062211	-1.732824352	0.231623088	-7.481224632	7.36e-14	6.72e-12	20.78086635	10.24902245
Zm00001d046223	36.69060957	-1.732182564	0.530702804	-3.263940854	0.001098741	0.008190278	0.885825532	0.276463326
Zm00001d052242	12181.72502	-1.730829491	0.09640127	-17.95442624	4.43e-72	3.92e-68	856.6330764	432.1093
Zm00001d011826	9639.570993	-1.730298563	0.213176757	-8.116731794	4.79e-16	6.06e-14	597.3588353	318.9457221
Zm00001d041287	446.6729938	-1.729955608	0.226041324	-7.653271449	1.96e-14	1.96e-12	7.874069438	4.066127319
Zm00001d008944	61.62344932	-1.729309925	0.233847622	-7.395028901	1.41e-13	1.23e-11	1.354960079	0.615483605
Zm00001d035875	249.4962956	-1.728631794	0.376763149	-4.588112714	4.47e-06	7.52e-05	2.15627816	1.144056819
Zm00001d052216	3921.887719	-1.724264115	0.305427022	-5.645420976	1.65e-08	4.97e-07	262.8486126	105.0027999
Zm00001d028399	622.5648458	-1.722883777	0.369953661	-4.657025886	3.21e-06	5.62e-05	19.99312475	8.859671994
Zm00001d049650	22672.19315	-1.72138068	0.245920479	-6.999745147	2.56e-12	1.75e-10	2028.720827	1002.862366
Zm00001d003767	79183.24517	-1.720682278	0.2874386	-5.986260303	2.15e-09	7.83e-08	4841.908642	2619.989835
Zm00001d027841	24862.38982	-1.719336687	0.155551034	-11.05319996	2.12e-28	9.52e-26	623.0934173	352.9761379
Zm00001d038618	3384.699125	-1.719091073	0.31723918	-5.418911609	6e-08	1.59e-06	57.37960619	31.68180045
Zm00001d003715	2335.350729	-1.71825938	0.21285247	-8.072536702	6.89e-16	8.43e-14	114.5661529	53.22338421
Zm00001d015844	386.573383	-1.717872274	0.370928494	-4.631276107	3.63e-06	6.28e-05	10.26859665	6.634911173
Zm00001d045396	73.99697302	-1.717866135	0.396676828	-4.330644031	1.49e-05	0.000215342	4.081952227	2.489775545
Zm00001d038387	618.4515235	-1.716874641	0.303771335	-5.651865217	1.59e-08	4.81e-07	36.58805543	16.07228453
Zm00001d043167	1098.954105	-1.716586677	0.22407256	-7.660851813	1.85e-14	1.86e-12	52.52963463	26.25890107
Zm00001d037305	259.3724564	-1.715119363	0.308351617	-5.56221945	2.66e-08	7.67e-07	3.431440715	1.946965234
Zm00001d028542	7481.171316	-1.712505106	0.215227369	-7.956725567	1.77e-15	2.01e-13	93.10451288	40.99082112
Zm00001d019177	4806.114608	-1.712402768	0.374403017	-4.573688491	4.79e-06	7.98e-05	150.6567089	90.10048651
Zm00001d042183	688.7142285	-1.712217914	0.303471481	-5.642104855	1.68e-08	5.07e-07	11.73297876	7.604959513
Zm00001d018779	88633.0667	-1.711817761	0.345276684	-4.957814532	7.13e-07	1.47e-05	3412.329977	1814.486674
Zm00001d018386	19336.42013	-1.711317924	0.204251163	-8.378497829	5.36e-17	8.09e-15	278.8351581	145.0911799
Zm00001d054015	1144.281601	-1.709601022	0.277514967	-6.16039215	7.26e-10	2.97e-08	80.18233514	37.54973927
Zm00001d048620	29.21494358	-1.708703922	0.428143239	-3.990963228	6.58e-05	0.00077211	0.88582581	0.469506363
Zm00001d032532	927.5843721	-1.706383548	0.273330989	-6.242920173	4.29e-10	1.85e-08	21.08914412	9.678923945
Zm00001d029126	8762.038972	-1.705526713	0.296923237	-5.743998777	9.25e-09	2.95e-07	235.8712686	150.661569
Zm00001d029201	2405.531267	-1.702640469	0.308160082	-5.525181782	3.29e-08	9.29e-07	145.5871392	56.70141162
Zm00001d014596	826.9779139	-1.700059481	0.283479809	-5.997109595	2.01e-09	7.4e-08	24.38692367	12.99911867
Zm00001d035051	1594.566517	-1.69887154	0.211596719	-8.028817967	9.84e-16	1.17e-13	57.70922193	26.37590953
Zm00001d053377	947.1986526	-1.698350781	0.369739786	-4.593367676	4.36e-06	7.37e-05	55.2733558	22.23860697
Zm00001d034192	3973.157108	-1.698189058	0.253023496	-6.711586415	1.93e-11	1.11e-09	223.9845998	92.13158544
Zm00001d037103	7481.474246	-1.698165687	0.238529559	-7.119309199	1.08e-12	7.92e-11	396.4209062	189.9017083
Zm00001d027442	7194.020783	-1.694011096	0.311537838	-5.437577362	5.4e-08	1.45e-06	298.4143411	148.3074641
Zm00001d035135	20414.13531	-1.693882267	0.295162522	-5.738812156	9.53e-09	3.03e-07	1224.63843	661.1041005
Zm00001d028562	15782.99006	-1.691975499	0.219725954	-7.700389806	1.36e-14	1.4e-12	543.0496139	304.9311314
Zm00001d033591	5731.064776	-1.691356717	0.138738407	-12.19097694	3.47e-34	2.88e-31	143.0829061	60.79356989
Zm00001d031908	5944.561022	-1.691199823	0.268848113	-6.290540045	3.16e-10	1.41e-08	344.6534831	132.9697817
Zm00001d034890	1008.220424	-1.689938674	0.324062899	-5.214847734	1.84e-07	4.33e-06	60.08202778	29.12486362
Zm00001d021763	124417.4676	-1.68963652	0.2925813	-5.774929982	7.7e-09	2.5e-07	5527.256625	2762.140596
Zm00001d044099	71553.88035	-1.688877914	0.337848907	-4.998914843	5.77e-07	1.22e-05	1877.377833	1016.043948
Zm00001d047159	180.0713944	-1.688381014	0.331551358	-5.092366463	3.54e-07	7.83e-06	23.20896419	15.06716296
Zm00001d012881	2738.429557	-1.686759086	0.236841099	-7.121901962	1.06e-12	7.79e-11	62.07818839	40.57827978
Zm00001d001857	18477.54747	-1.685959419	0.425521944	-3.962097474	7.43e-05	0.000858812	801.3422448	428.6795892
Zm00001d022477	240.0622131	-1.684765574	0.461946247	-3.647103069	0.000265214	0.002510739	35.95106464	24.43315915
Zm00001d032605	4186.161445	-1.683337732	0.261754866	-6.430970168	1.27e-10	6.13e-09	93.84345862	49.80168341
Zm00001d036103	133.8198831	-1.682458168	0.475861502	-3.53560471	0.000406843	0.003609678	6.036214035	3.287804398
Zm00001d036666	96.54708584	-1.679415143	0.262346126	-6.401524455	1.54e-10	7.27e-09	2.683342473	1.496420981
Zm00001d005161	628.446254	-1.678752621	0.318447382	-5.271679775	1.35e-07	3.3e-06	17.47105534	10.36609655
Zm00001d007383	1357.062134	-1.676994246	0.323871505	-5.177961696	2.24e-07	5.2e-06	13.87504132	6.579166751
Zm00001d020838	94.66082565	-1.67697373	0.232004038	-7.22820923	4.89e-13	3.82e-11	1.921097485	1.0093538
Zm00001d018362	12925.53056	-1.675314459	0.251855834	-6.651878696	2.89e-11	1.6e-09	113.971236	45.81435477
Zm00001d034283	78177.74824	-1.674875854	0.219938254	-7.615209378	2.63e-14	2.57e-12	6039.438551	3133.021444
Zm00001d000112	1399.299862	-1.673234817	0.178468102	-9.375539913	6.88e-21	1.77e-18	31.26059895	17.59541027
Zm00001d046937	8632.273393	-1.670845298	0.508261761	-3.28737164	0.001011273	0.007675272	232.0176332	205.7653639
Zm00001d040741	610.4497655	-1.67049355	0.377682101	-4.423014873	9.73e-06	0.000147915	16.82528335	7.125888833
Zm00001d050768	326.6904546	-1.668342882	0.388703356	-4.29207224	1.77e-05	0.000250249	12.4494413	7.802001238
Zm00001d014949	467.5887122	-1.668198663	0.472106148	-3.533524547	0.000410058	0.003625964	42.82202781	17.30514456
Zm00001d040735	2692.847727	-1.667209731	0.217356498	-7.670392854	1.71e-14	1.74e-12	48.63869092	22.35943175
Zm00001d009877	16403.8209	-1.666947792	0.313953915	-5.309530205	1.1e-07	2.75e-06	526.8168421	237.1063918
Zm00001d014284	4930.064403	-1.66626281	0.266159773	-6.260385602	3.84e-10	1.68e-08	178.5726273	89.37800899
Zm00001d015366	2512.763609	-1.663297858	0.340281674	-4.888003045	1.02e-06	2.02e-05	85.01762755	30.40817986
Zm00001d043465	4534.707001	-1.66293225	0.217737049	-7.637341727	2.22e-14	2.21e-12	58.10730009	23.26247659
Zm00001d022069	375.995834	-1.66280384	0.328273939	-5.065293465	4.08e-07	8.9e-06	11.66684807	7.073966858
Zm00001d027533	1050.790403	-1.661851649	0.383086006	-4.338064104	1.44e-05	0.000209802	25.73248163	11.73851266
Zm00001d024645	60.67717635	-1.660865523	0.316212698	-5.252368208	1.5e-07	3.62e-06	2.058576854	1.065092593
Zm00001d054093	2153.676442	-1.660331547	0.519029572	-3.198915123	0.001379458	0.009893066	63.14697513	45.59703627
Zm00001d015569	28894.92369	-1.659908333	0.245795595	-6.753206177	1.45e-11	8.57e-10	452.0122458	226.8675368
Zm00001d032332	3232.26812	-1.659672808	0.301926205	-5.496948529	3.86e-08	1.07e-06	116.4887694	65.47079434
Zm00001d005099	729.0529292	-1.65966554	0.236086819	-7.029894968	2.07e-12	1.43e-10	11.15338296	5.565339673
Zm00001d045570	640.8947874	-1.659042332	0.345082708	-4.807665802	1.53e-06	2.9e-05	27.01919239	18.23342255
Zm00001d014816	1766.364323	-1.657116348	0.179439931	-9.234936393	2.58e-20	6.13e-18	83.86569196	46.05899358
Zm00001d039040	245047.8122	-1.653441594	0.250698922	-6.595327896	4.24e-11	2.28e-09	10262.29839	5789.633753
Zm00001d009028	37533.7869	-1.652420267	0.236455743	-6.988285624	2.78e-12	1.87e-10	1101.72633	574.8891777
Zm00001d004931	138.6860363	-1.650763128	0.398205475	-4.145505855	3.39e-05	0.000439576	3.083914447	1.67364048
Zm00001d033529	680.7979863	-1.650108843	0.434208926	-3.800264674	0.000144542	0.00151225	17.66228161	9.791837642
Zm00001d010209	72.43524796	-1.64822807	0.360917413	-4.566773478	4.95e-06	8.19e-05	5.544243128	3.334771164
Zm00001d053652	194.8422584	-1.647365323	0.334514885	-4.924639813	8.45e-07	1.71e-05	8.697171175	3.940993165
Zm00001d006540	62932.05301	-1.646850455	0.340950299	-4.830177477	1.36e-06	2.63e-05	3724.245971	1981.069491
Zm00001d024105	698.3769158	-1.645314764	0.420326825	-3.914370116	9.06e-05	0.001020668	49.29847463	29.8849028
Zm00001d020877	40764.87307	-1.644617822	0.237649775	-6.920342443	4.51e-12	2.94e-10	2440.254144	1095.640134
Zm00001d046001	5972.529245	-1.644099329	0.337895474	-4.865703911	1.14e-06	2.24e-05	315.4464337	172.3827009
Zm00001d029720	1083.161382	-1.64312229	0.240079205	-6.844084185	7.7e-12	4.77e-10	92.99458608	40.53273138
Zm00001d042526	16437.27121	-1.641889317	0.145901451	-11.25341321	2.23e-29	1.18e-26	304.0972189	162.0853032
Zm00001d044068	1127.848943	-1.641366229	0.20815171	-7.885432373	3.13e-15	3.47e-13	39.19223636	28.44679459
Zm00001d021764	5837.108677	-1.639735409	0.241679734	-6.784745168	1.16e-11	7.07e-10	79.70030696	37.56410252
Zm00001d029027	2224.19015	-1.638591006	0.371354357	-4.412472821	1.02e-05	0.000154335	130.8024627	51.78400351
Zm00001d033922	668.8835038	-1.637219269	0.504889618	-3.242727144	0.001183915	0.008731129	24.43729292	10.78321445
Zm00001d050666	2146.621711	-1.636771491	0.297894073	-5.494474851	3.92e-08	1.09e-06	99.17539238	38.23617576
Zm00001d038097	1529.287977	-1.635719861	0.268885775	-6.083326125	1.18e-09	4.62e-08	16.06610762	7.423421667
Zm00001d021672	3423.13904	-1.635084526	0.210045969	-7.784412768	7e-15	7.44e-13	68.80702757	40.28726001
Zm00001d015778	1825.584225	-1.634719565	0.165723171	-9.864158135	5.95e-23	1.91e-20	29.16408065	17.84102493
Zm00001d009638	3027.323924	-1.634597193	0.228960304	-7.139216565	9.39e-13	6.89e-11	80.30665624	33.16037763
Zm00001d013326	3492.656529	-1.634281078	0.362577412	-4.507399039	6.56e-06	0.000104704	236.0067082	169.9106924
Zm00001d003975	1657.646666	-1.632449591	0.112023728	-14.57235553	4.21e-48	7.99e-45	55.51462398	29.25978429
Zm00001d039993	2649.088319	-1.631816882	0.419478932	-3.890104499	0.000100201	0.00110903	274.7204387	189.0812488
Zm00001d052229	3098.556525	-1.631805939	0.325028616	-5.020499293	5.15e-07	1.1e-05	163.9446682	104.9609154
Zm00001d043096	345.4872391	-1.630150216	0.411884529	-3.957784524	7.56e-05	0.00087143	18.1984512	12.76558507
Zm00001d020108	8957.400674	-1.628928567	0.201402946	-8.087908333	6.07e-16	7.53e-14	153.4439739	84.87349667
Zm00001d032229	1610.036062	-1.626279031	0.240223212	-6.769866325	1.29e-11	7.78e-10	42.31201885	22.80745028
Zm00001d010606	2797.294521	-1.625237639	0.476433215	-3.411260149	0.000646634	0.005297334	18.79672621	12.04454205
Zm00001d037982	842.5393545	-1.622134169	0.29539429	-5.491420199	3.99e-08	1.1e-06	10.03368787	5.80806157
Zm00001d038620	51.15795587	-1.621466297	0.472189305	-3.433932703	0.000594892	0.004932181	0.55948409	0.359219791
Zm00001d005051	2531.48428	-1.621340487	0.252477718	-6.421717136	1.35e-10	6.46e-09	54.43074214	37.9454652
Zm00001d046942	452.4300584	-1.621235987	0.334401306	-4.848174805	1.25e-06	2.42e-05	14.69400477	9.325849345
Zm00001d044211	4025.803424	-1.620482694	0.371696531	-4.359692809	1.3e-05	0.000191574	104.8799455	56.5273841
Zm00001d027415	130.6506502	-1.616649678	0.394892677	-4.093896324	4.24e-05	0.000535044	1.541769099	0.905797252
Zm00001d007896	805.3500095	-1.615997848	0.279684874	-5.777923642	7.56e-09	2.46e-07	22.72755002	10.15660511
Zm00001d052144	492.758	-1.615471902	0.301847941	-5.351939453	8.7e-08	2.23e-06	17.74270219	10.41082185
Zm00001d002358	6270.593312	-1.615423249	0.330295761	-4.890838569	1e-06	1.99e-05	192.119754	77.63712252
Zm00001d045742	2172.48515	-1.612537236	0.164366923	-9.810594551	1.01e-22	3.17e-20	195.1996325	97.32015267
Zm00001d004917	289.0568266	-1.610174054	0.272712126	-5.904299445	3.54e-09	1.24e-07	10.2383539	6.328588862
Zm00001d020030	949.1524529	-1.609619706	0.288666135	-5.576060066	2.46e-08	7.16e-07	65.67951476	45.3543581
Zm00001d033746	3301.240132	-1.609193822	0.14943804	-10.76830121	4.86e-27	2.02e-24	65.50976764	36.3536158
Zm00001d038793	35.09869686	-1.608997337	0.499785841	-3.21937359	0.00128471	0.009324326	1.558882769	0.89413253
Zm00001d045312	158.4862076	-1.608912092	0.28386061	-5.667965307	1.45e-08	4.41e-07	1.837761508	1.016721876
Zm00001d013425	391.408449	-1.60849722	0.402748656	-3.993799097	6.5e-05	0.000764279	17.23330296	7.705445384
Zm00001d013191	10067.02954	-1.608305536	0.272185353	-5.908861432	3.44e-09	1.21e-07	1494.29209	760.6439296
Zm00001d003676	3644.074653	-1.607781797	0.398327454	-4.036331868	5.43e-05	0.000657961	64.32709465	43.64010504
Zm00001d044088	220.4455254	-1.607676624	0.427266459	-3.762702616	0.000168087	0.001714036	5.773898954	3.650519405
Zm00001d015385	122748.0514	-1.603761933	0.248029166	-6.466021563	1.01e-10	5e-09	5831.861175	3346.557829
Zm00001d053859	897.6087069	-1.603430859	0.265176063	-6.046665148	1.48e-09	5.65e-08	81.98413215	39.87904583
Zm00001d007633	253.6816978	-1.602934911	0.351029866	-4.56637758	4.96e-06	8.2e-05	18.72041874	11.12706368
Zm00001d005446	58344.13836	-1.602699711	0.289713375	-5.532018361	3.17e-08	8.97e-07	3863.203697	2108.004397
Zm00001d046786	173236.1774	-1.602163045	0.21292875	-7.52440921	5.3e-14	4.94e-12	7376.889082	4596.052232
Zm00001d028094	7400.550903	-1.600625809	0.329168001	-4.86264098	1.16e-06	2.27e-05	179.6554936	98.08825065
Zm00001d011471	565.8026512	-1.600489136	0.173267639	-9.237092062	2.53e-20	6.06e-18	12.0120478	6.628664457
Zm00001d013443	11508.97079	-1.598865396	0.397741801	-4.019857586	5.82e-05	0.00069712	338.7598853	245.0501655
Zm00001d048593	45607.64995	-1.595510959	0.348101607	-4.58346335	4.57e-06	7.66e-05	1287.577149	797.106891
Zm00001d049753	315.5879835	-1.593586664	0.199930935	-7.970685808	1.58e-15	1.82e-13	3.204284211	1.631680018
Zm00001d012287	4822.259827	-1.593488082	0.243095318	-6.554992891	5.56e-11	2.92e-09	318.2302003	159.4013854
Zm00001d004015	133.9287144	-1.592224212	0.248500311	-6.407332888	1.48e-10	7.02e-09	4.947679043	3.547767563
Zm00001d046629	2732.590013	-1.590095382	0.162657372	-9.775735112	1.43e-22	4.37e-20	147.9631009	73.73975004
Zm00001d047290	321.3066787	-1.589871595	0.257814944	-6.166716216	6.97e-10	2.87e-08	6.732366613	3.713372553
Zm00001d052371	203.3040659	-1.588975958	0.430151728	-3.693989479	0.000220763	0.002155217	10.69497917	7.127827015
Zm00001d022315	66.2659588	-1.58816766	0.425922494	-3.728771505	0.000192416	0.001918666	1.563409601	0.93810925
Zm00001d039903	632.0531096	-1.587371703	0.169459221	-9.367278422	7.44e-21	1.9e-18	19.27821659	11.23115311
Zm00001d037323	20418.21861	-1.587046593	0.235714746	-6.7329118	1.66e-11	9.71e-10	1204.565152	586.9948297
Zm00001d033316	2927.152518	-1.586813947	0.240702764	-6.592420967	4.33e-11	2.31e-09	119.8736568	63.93364761
Zm00001d045366	4171.12141	-1.582153676	0.109615397	-14.43368097	3.18e-47	5.63e-44	222.1005073	128.9027254
Zm00001d041819	76825.39583	-1.581079772	0.287238852	-5.504407791	3.7e-08	1.04e-06	4875.071173	2766.543581
Zm00001d015085	1262.910335	-1.57892525	0.243695503	-6.479090625	9.23e-11	4.65e-09	79.04297402	35.77349576
Zm00001d049789	75.83635998	-1.578847133	0.416680315	-3.789109006	0.000151189	0.001567064	2.959576315	1.606002807
Zm00001d016019	1946.32379	-1.578015988	0.264204854	-5.972698692	2.33e-09	8.47e-08	109.8351483	73.69666641
Zm00001d020493	70.76620373	-1.577550535	0.336044053	-4.694475386	2.67e-06	4.77e-05	3.237019092	1.166049457
Zm00001d000164	3251.700913	-1.576406644	0.223585348	-7.050581155	1.78e-12	1.25e-10	84.93460222	51.55054106
Zm00001d035859	64516.03595	-1.575957457	0.257969185	-6.109091888	1e-09	4e-08	7186.342107	3837.616533
Zm00001d012539	747.1462612	-1.575918862	0.243600585	-6.469273705	9.85e-11	4.94e-09	37.52782459	20.77375502
Zm00001d023379	3945.119706	-1.57242921	0.117213153	-13.41512593	4.93e-41	6.55e-38	73.58172357	62.51057315
Zm00001d002951	1249.733191	-1.571097272	0.276054904	-5.691249268	1.26e-08	3.9e-07	37.62203004	17.86483437
Zm00001d007092	7549.215028	-1.570938228	0.22514948	-6.977312256	3.01e-12	2.01e-10	87.63311245	41.11062627
Zm00001d017467	2269.257263	-1.5702457	0.199746209	-7.861204014	3.8e-15	4.18e-13	77.85757433	49.54606877
Zm00001d021515	10860.89329	-1.566946961	0.249289879	-6.285642107	3.27e-10	1.45e-08	523.4234996	302.8780971
Zm00001d007573	848.7593378	-1.566942898	0.370300272	-4.231546708	2.32e-05	0.000316816	22.16076638	9.131862535
Zm00001d027518	1351.893363	-1.565076263	0.287924512	-5.435717343	5.46e-08	1.46e-06	64.73483966	27.82174701
Zm00001d003088	493.6243132	-1.565056923	0.436514407	-3.585349988	0.000336626	0.003097433	19.44603846	13.0243616
Zm00001d010243	1592.94355	-1.565034885	0.202627981	-7.723685934	1.13e-14	1.18e-12	22.9179253	13.83591824
Zm00001d037221	385.7572651	-1.562483099	0.37365711	-4.18159606	2.89e-05	0.000383898	17.99148451	9.085304162
Zm00001d008422	2520.108383	-1.560845135	0.170042456	-9.179149543	4.35e-20	9.87e-18	38.58570906	22.21313866
Zm00001d032081	1028.583602	-1.559050655	0.441245226	-3.533297502	0.00041041	0.003625964	22.74133978	16.06515159
ENSRNA049472786	42.99252875	-1.558206846	0.344267412	-4.526152617	6.01e-06	9.66e-05	21.53093537	12.23440789
Zm00001d049848	180.9000001	-1.557168754	0.375340015	-4.148688366	3.34e-05	0.000434639	12.65434864	10.20263192
Zm00001d035737	6018.472979	-1.556959579	0.310345586	-5.016857492	5.25e-07	1.12e-05	170.6102669	97.67686269
Zm00001d026282	5305.365228	-1.555809161	0.21436466	-7.257768895	3.94e-13	3.12e-11	600.8218211	275.2027515
Zm00001d010079	2140.557273	-1.553903884	0.398933076	-3.895149279	9.81e-05	0.001092143	68.1318526	47.90802955
Zm00001d043165	514.6374286	-1.553259973	0.388803985	-3.994969269	6.47e-05	0.0007622	7.785423867	4.596615326
Zm00001d003797	123.5339591	-1.553053951	0.43427879	-3.576168094	0.000348668	0.003185008	14.57880039	6.46600614
Zm00001d036088	49.98348282	-1.55292381	0.420922966	-3.689330199	0.000224845	0.002185433	2.610201888	2.380025599
Zm00001d015377	3142.950178	-1.551827988	0.235550876	-6.588079881	4.46e-11	2.37e-09	65.84901714	41.4340723
Zm00001d042454	4458.595703	-1.54955799	0.175753592	-8.816650458	1.18e-18	2.34e-16	325.4633034	152.4614188
Zm00001d017379	1234.89744	-1.548558237	0.320956249	-4.82482657	1.4e-06	2.69e-05	74.73775063	43.56635474
Zm00001d037574	68.27517659	-1.548374406	0.324088028	-4.777635308	1.77e-06	3.3e-05	6.995612311	3.265960886
Zm00001d020434	10129.86556	-1.545218132	0.120411672	-12.83279362	1.07e-37	1.24e-34	594.4106326	360.344378
Zm00001d025015	994.6995566	-1.544916373	0.23693848	-6.520327021	7.02e-11	3.65e-09	10.2847978	6.493686311
Zm00001d047581	6563.924153	-1.544786307	0.261946425	-5.897336852	3.69e-09	1.29e-07	217.4739832	103.4105916
Zm00001d008230	43745.4686	-1.539006412	0.260805481	-5.900974195	3.61e-09	1.26e-07	1318.16167	667.5095492
Zm00001d013146	86107.59032	-1.538123952	0.332931974	-4.619934623	3.84e-06	6.59e-05	6123.238921	3779.157088
Zm00001d050403	74302.06709	-1.537789401	0.369293823	-4.164135186	3.13e-05	0.000410389	2997.379941	1864.788911
Zm00001d027363	1425.12965	-1.537648965	0.419941402	-3.661579827	0.000250665	0.002400381	51.44719148	25.09931241
Zm00001d048284	787.4822904	-1.536897372	0.381787496	-4.025530919	5.68e-05	0.000683295	41.02695789	16.22169477
