Gene	HN_B73L2	HN_B73L4	HN_B73R3	HN_B73R4	HN_K55L1	HN_K55L4	HN_K55R3	HN_K55R4	HN_SDL1	HN_SDL2	HN_SDR1	HN_SDR2	HN_W153RL1	HN_W153RL3	HN_W153RR1	HN_W153RR3	LN_B73L1	LN_B73L4	LN_B73R3	LN_B73R4	LN_K55L3	LN_K55L4	LN_K55R1	LN_K55R4	LN_SDL3	LN_SDL4	LN_SDR2	LN_SDR4	LN_W153L2	LN_W153RL1	LN_W153RR3	LN_W153RR4	GeneID	Symbol	Synonyms
Zm00001d006043	2.53020221681486	2.39518497445246	2.21257879238044	4.33954471051901	0	0	0	0	3.19411635132957	4.79011252510146	3.50243731110042	3.30966727820734	0	0	0.123376267460126	0	7.65391291450359	10.1186060577086	1.83592547520039	3.29784463361893	0	0	0	0	6.66512837763076	6.19458338608193	3.63955872180114	9.27104221762045	0	0	0	0	109944057	LOC109944057	-
Zm00001d006390	1.90804807842307	2.11639114140234	3.24288361796747	2.29444601776317	0	0	0	0	0.356846170950988	0.360915527501667	0.327330589822469	0.167545461903019	0.19565933207568	0.12476283249904	1.14920573117064	0.757137909562318	2.27635357805768	3.85101773168055	2.60232427170149	2.89374736802491	0	0	0.0434662672394544	0	0.457503927922277	0.334494637670052	0.159347523392826	0.387075019523608	0.976806707758134	0.383838601579554	1.01944640792175	0.577074631973682	100382302	LOC100382302	-
Zm00001d007026	2.54776802484943	2.71998959245225	2.32460144100821	5.08446378312335	0	0	0.14560010889339	0.111550171346083	0.929150834886735	0.722881973760619	1.44235147170941	1.34231513987194	2.22592604193186	0.199911160892805	2.0015284654513	4.05658524018359	5.70401969878966	7.27814256060348	1.82959770733959	3.49538607589893	0	0.0667036811930568	0.104470920178689	0.0345405411465683	4.03189609690572	4.24310065546932	1.50004747426845	0.527188447971796	6.22805699452568	6.49631664842634	1.19370350222349	1.87822309631825	101202712	LOC101202712	-
Zm00001d007123	3.53796070810556	5.0640482987798	0.125659782878749	0.431300315265651	0	0	0.133800711689491	0.683401151671721	15.6320721148587	14.3488755819126	0.321324523954167	1.60359452413142	21.7806532434852	0.734841637287925	1.61860607768789	1.81166083520846	1.56896437324256	3.48956017464914	0	0.393320919605927	0.131870086918974	0.12259606237623	0.38401848946417	0.253931073138686	27.0812944343791	20.522320086408	0.117317786718113	0.569959088381093	36.6772995704321	54.6824747229625	1.84752178937407	1.80567446483967	103647929	LOC103647929	GRMZM2G474468
Zm00001d007498	2.41092065303698	2.46145491445707	3.77161464263608	4.16368017716196	0	0	0	0	0	0	0	0	2.42730997473597	0	3.87413400237111	5.13674179585304	3.30467858325487	3.29218368328915	3.2119193096156	4.0041463023328	0	0	0	0	0	0	0	0	3.34509108677317	2.90173638476717	5.83709782729779	5.81674502228545	100501681	LOC100501681	-
Zm00001d007595	2.63213129210523	2.51545563427354	2.29508974323975	2.36212266610202	0.00641636601812358	0.00453655380783006	0.0102250134897087	0.0208901310209538	0.010038644035575	0	0.0122777657552013	0.00471331735839588	0.0264201827701163	0	0.140560716024332	0.181045581874338	2.94299569809399	4.35563002869854	2.38447203281752	3.19110205784042	0.0251936891928631	0.0140531359185652	0.0146732935329263	0.0194053425838631	0	0	0.0179307858176316	0.026133669815464	0.036638812011026	0.00539899178139038	0.154423396817205	0.206983716990853	103648152	LOC103648152	GRMZM2G078946
Zm00001d007688	0.959522980645314	1.57008606574606	13.6641224399278	10.0927027485269	0	0	0	0	0	0	0	0	0	0	0	0	1.41449258520729	1.53045388213113	11.673647674373	11.33672475542	0	0	0.0111354124372425	0	0	0	0	0	0	0	0	0	109944103	LOC109944103	GRMZM2G452954
Zm00001d007752	5.65400953752253	5.83665989723412	8.41056871553332	18.6413599252846	0	0	0	0	0	0	0	0	0.455395617616627	0	0.0363419518953544	0	3.38182708080408	4.91971318806982	2.43357191010324	4.30662641354012	0	0	0.0632296304404752	0	0	0	0	0	0.532853961237396	0.942238243926547	0.114074702629404	0.341030840147211	103648220	LOC103648220	-
Zm00001d008527	3.1883000470365	3.3611385564537	4.24847808737716	1.36706174240906	0	0	0	0	0.0693947622426902	0.0701861173231231	0	0.0651640871617963	0	0	0	0	2.78791304917929	5.60711435979063	8.34492320195517	10.5275298805024	0	0	0	0	0.35587744958736	0	0	0	0	0	0	0.112221904400375	100381545	LOC100381545	-
Zm00001d008649	0.952503111873736	1.16468124469053	2.43342317197479	2.24841604779083	0.0617935128801256	0	0.258491908052254	0.207471707066804	0.00604239102943103	0	0.61338225521452	0.465269199065755	0.980663618116267	0.0845031704153718	1.97638055118289	1.66024639532023	1.12190412740066	1.29747924203704	2.654663456143	2.76204345879408	0.103117993133011	0.0620309518029678	0.288513539489117	0.321209055450785	0.0805667699206496	0.0302075618770817	0.539638715105118	0.298873750128997	1.23498926562528	1.6053635112237	1.59341932354758	1.68557805557899	100277549	LOC100277549	GRMZM2G305901
Zm00001d008842	3.46824401079013	6.17505454456554	4.67346616982426	3.65224785301087	0	0	1.74032398647462	1.52777746585655	1.89548191783965	2.37612068541029	4.47328071740918	4.8133135059075	0	0.0746716020488351	0.568190268414875	1.04791721782221	4.37712604427358	6.50090529739639	2.47930626634094	3.4905092672797	0.0536003958017458	0.0747462630149667	2.86164182018359	1.70302685533845	5.83236471047169	5.43870818110943	5.93683415037221	3.68351558510853	0	0	1.50190087041721	1.35994953570585	103634926	LOC103634926	GRMZM2G046290
Zm00001d008968	0.904599480942905	1.1722112744462	0.798286534791072	0.576831096490257	0.168439449027919	0	0.0447370477734801	0	1.09804084427979	0.710760026552363	0.376028545670291	0.24746361934449	1.15595053244711	0.163799056164384	0.541190375668651	0.279572011851423	3.9105977601902	3.98641217293123	0.0522941086275309	0.526036567325718	1.71956975304466	1.47566548700713	0.128398820096916	0.169806668540594	1.75689928639846	0.823410879540543	0.353032971688554	1.86757760186713	2.40456252446596	2.12597722385608	0.887986412185735	0.781307716832466	103634995	LOC103634995	EREB96|GRMZM2G044077
Zm00001d009116	0.547558624804167	1.8545789614099	21.253835690354	17.3997453622917	0.631163912449443	0	13.7796277769598	13.2542118533187	1.18497538836483	0.898866343924411	13.8889755440189	14.0018897998297	1.47270755191308	0.828597294459143	35.3962256989051	42.2179445666854	2.35885678184055	6.23006820836066	39.2689084400005	26.1174132478556	2.67650804001752	2.48827732119479	28.6751461489085	30.2554495522794	0.506409520217416	1.48100384402878	53.5317015353827	64.0964198536376	1.71193796282094	1.91191331028161	50.1713654198902	37.2877270927926	100279169	LOC100279169	GRMZM2G010016
Zm00001d009174	7.60732604835305	7.52871768851971	0.814574319410042	1.44970105968146	0	0	0	0	8.04230267709062	6.55505870853834	1.21505259140598	0.710776563051135	0	0	0	0	11.8143582810946	8.69219463107124	0.619581520501077	0.330510860858284	0	0	0	0	9.60728017099693	6.85861361689541	0.591498708805639	0.287364835529586	0	0	0	0	103635109	LOC103635109	GRMZM2G317069
Zm00001d009260	1.86306747733477	1.22698379956396	1.18741327912649	1.60876657519241	0	0	0.0332721161387556	0	0.685979098397513	0.627725418887643	0.719131615206931	0.920225930490157	2.06330577168051	0.0304554138647847	2.01248740457772	2.46044630658291	2.44732410324729	2.42245798055729	1.4779150213183	2.21695411111721	0	0	0	0.0631448371987455	1.74220279046661	1.71469836694587	2.21717234640193	2.57950913961311	1.90755865058775	2.63524172995088	2.21096725925141	2.27149082085534	100501769	LOC100501769	GRMZM2G102015
Zm00001d009383	1.18803448981636	1.2729972237861	1.01362378940714	0.838539474423502	0	0	0	0.0169618350357991	2.73870972111645	2.40721068954836	2.23305301049287	2.52581937088048	0.0143013234754368	0.0151988118528242	0	0.0172942079437503	0.88502906684547	1.66002416657408	1.22278907361544	1.22026509213604	0.0654596105085457	0.0912840509989232	0.031770789640679	0	3.36075266794761	3.09689987878505	3.0865040783478	2.91412403123546	0.0297490467922544	0.0350698836168037	0.0143296875029725	0.013181282509266	100384177	LOC100384177	-
Zm00001d009727	3.26638183616488	4.35173858748653	4.19656512716793	5.08968614550226	0	0	0.031579092545986	0.0161293523346556	2.20124893959148	2.69670715956632	3.64020911438802	3.91574785903929	3.0054713843625	0.158981436865432	5.20931912408327	7.82801633183985	4.96539313883547	7.63538056077934	4.02357024028297	4.48678248601348	0.0155617172221236	0	0.151057435408136	0.119863530734537	5.93052881291064	5.5604452336032	5.33010565098405	6.73942169413275	5.75680557328026	6.45296616182199	7.86242700508188	6.0666246248168	100280144	LOC100280144	GRMZM2G338696
Zm00001d009808	1.23579068823769	1.7015943804387	3.6793845380045	3.26756575729437	0.0687680155079544	0	0.0547937792391529	0.0279864967559991	0	0	0	0	0	0.0250775637020613	0.361553495124227	0.370953721423398	2.51166483203321	4.4955127516085	2.75413455757318	3.67780920004716	0	0	0.104841616409755	0.0259973265235912	0.110350978732411	0.0672340505272929	0.0480437273097343	0.0466816836319643	0.0981699916062495	0.260388944888071	0.567444857663107	0.717707213896824	100279186	LOC100279186	GRMZM2G028885
Zm00001d010025	2.87550907593335	6.37898175014227	1.736228831043	1.76569894324717	0	0	0.821649440797438	0.209833029668219	7.66339717123267	3.05952159316994	2.95980617839472	5.49183346780002	3.53840256880525	0.376045720490065	2.03310187223025	4.06495080142656	1.31383188233116	3.12504039114706	1.44066586585142	2.21404592773477	1.21469065978886	0.188210856324071	0.196516503998097	0.584756767016551	3.51633652770685	3.78073164408756	8.46505663882946	11.3750989892396	1.10406673658578	1.08461435833659	1.94998118438337	2.77209178404963	100280776	LOC100280776	GRMZM2G058358
Zm00001d010143	1.23413472429955	1.45200332648154	1.57550022077719	3.11787668320537	0	0	0.0906794460569193	0.0463154770148503	0	0	0	0.0417995543555978	0	0	0	0	2.07830504495183	2.95618180598515	1.11297036579506	2.26577304879725	0	0	0	0.043023554878938	0.136966719975902	0.0556335640891642	0.11926295209375	0	0	0	0	0	103635607	LOC103635607	-
Zm00001d010482	6.58970829901393	11.01371067798	4.96754359992858	3.47621979451787	0	0	0	0	5.59629661846596	8.05674019534752	3.94640823785963	4.68699580441554	0.353840256880525	0.0940114301225162	0.508275468057562	0.160458584266838	8.15670626947263	11.7189014668015	4.4420530863752	4.78032643488189	0	0	0.0491291259995241	0	16.0820685311299	9.51484130428704	5.76344281792644	4.46253883424013	0.184011122764296	0.542307179168296	0.221588770952656	0.203830278238944	100193899	LOC100193899	-
Zm00001d010616	4.34929756222	5.60459095184022	0.274624888897918	0.235647791298025	0	0	1.38897881658615	1.34419354343851	0.179429230694341	0.290360612350965	0	0.134792213711452	0.157410139339081	0	0.361780032401873	0	15.5470106075854	6.19637439533562	0.256359088910903	0.286529525393791	0	0.133964619538938	0.664412942088803	0.450902669971827	5.66823287541599	5.74090044803137	0.0961476597915359	0.0622812437428964	2.39029987290062	0.077200620994384	0.252355733135055	0.725411015286466	103635796	LOC103635796	GRMZM2G034421
Zm00001d010617	0.328233351111363	1.19461688472947	101.835031488075	83.1775139349413	0	0	100.870678655969	88.2032465506082	0.103590091225624	0	63.3057097589172	67.0546838127959	0.0302925943390482	0.0321936247847202	85.8675019027148	73.9966886030544	7.2736014257353	5.427191758764	109.523032367605	100.769831361031	1.17856240061507	0.708967904127489	42.4300300308366	50.1616952400621	0.283328799092702	0.0431562615321892	75.7390050858175	16.0607506975452	0.819174917900862	0.185709693187857	74.910399658827	75.9149158528936	103635797	LOC103635797	GRMZM2G432583|WRKY44
Zm00001d010653	10.7144840024938	11.0720056853253	5.45854968283629	7.63290152034709	0	0	0	0	0	0	0	0	1.76136718277427	0.0492606017616136	2.42655168104233	1.45735078256621	11.8180228234782	14.6787940987432	6.22782310643887	7.59356107519635	0	0	0	0	0	0	0	0	1.25344845986307	1.64813355263103	0.650211773658864	1.62342166992965	100194189	LOC100194189	-
Zm00001d010771	2.1209152308036	1.15068014293725	0.111357043364095	0	0	0	0	0	0	0	0	0	1.12337089684427	0.217067041908899	0.130397681055418	0.246993159521854	1.13758614201844	1.15964042389255	0	0.46473691313871	0	0	0	0	0	0	0	0	2.23057385399647	2.00345026190304	0	0.188253004942634	100382611	LOC100382611	-
Zm00001d011075	1.39882366008193	1.5361526718067	3.06945995621802	4.04199503468219	0.0101530835839325	0.00957135962709636	0.0512359828491099	0.0909039362427062	0.156201301193546	0.112462168145859	0.184566033959375	0.241149293402511	1.57703712887087	0.165378997753889	2.98635201969894	4.44889102520448	1.34820609706457	1.78752585525748	2.31683045329603	2.60799041565266	0.0212617656320515	0.0271789236590014	0.0980341807926406	0.0588541017280757	0.25524912519803	0.188605497240337	0.210434486709229	0.245821861859674	2.1886039105583	1.90228991508861	2.75074359359834	3.25170662722344	109939342	LOC109939342	GRMZM2G113415|GRMZM2G414007
Zm00001d011253	20.254701649631	24.0509757833226	21.4413854773691	21.2577926618959	0	0.00990151172849009	0.0334757710194825	0.0113987338228336	0.0109552047508863	0.0110801343083431	0	0.0308619509970558	0.0864972930935943	0.0204278853517939	0.0490861966941588	0.069732575259039	21.1020633648481	30.6782711477618	21.3913712598494	21.824145002077	0.0109975818471065	0.0204483103274813	0.106753418392233	0.0635313396452565	0.0898905957845758	0.0136920146253617	0.0293518869600787	0.0190131723438528	0.149940203323623	0.035351623309211	0.0674091012477246	0.0177162353542035	100382044	LOC100382044	-
Zm00001d011384	5.41417857447866	4.74264521715991	15.2845462565615	16.2980617552597	0.0578622343341429	0	0.138312432210106	0.282578094748138	0	0.274679915424741	0.387519407445252	0.680068618809726	0.0794183084463138	0	0.20281030267418	0.624249834681945	7.56872381528394	10.9218820956287	12.6107601134117	13.6883140272128	0.0454389024473177	0	0.17642999094455	0.0874978513344049	0.371402556450286	0.0565715377724377	0.202122846453229	0.90340617570373	0	0	0.159151639917103	0.402591647556455	103636080	LOC103636080	-
Zm00001d011438	0.260853250925811	1.15734507051133	11.0602016051337	15.376921631822	0	0	22.472707096802	19.6061620012396	0.256122235773063	0.111018415561363	21.3010241918714	13.8807276499773	0	0	20.8615186145738	16.069913546642	1.66858887270508	3.15888422113149	19.2551005971674	21.2168828941429	0.404034670057538	0.102441854506884	38.5065217885197	25.4269575804326	0.150111169536338	0.137188388448152	27.6121501167081	20.4474522153318	0	0.039356534638108	28.4959384508643	16.5379623434932	100272982	LOC100272982	GRMZM2G013726
Zm00001d011598	1.12309877229808	1.89384912017772	0.989696898337624	0.775840397621039	0	0	0	0	0	0	0	0	2.01698415831093	0.125041072535836	0.858461093834954	1.23986820420995	1.72667512992363	2.26910907208591	0.638725187625471	0.936987971282451	0	0	0	0	0	0	0	0	3.2516291978929	2.98825285077838	0.993650699219278	1.1154116492676	100193203	LOC100193203	-
Zm00001d011873	4.60662604315846	5.18408164396554	6.24552081997278	6.59882317899381	0	0	0	0	2.10495524241303	2.12895946076228	5.62891710712568	6.59992049897917	2.37872345447755	0.0997895412762256	7.19353320240934	5.94229846784865	7.9413716973962	9.83286469063042	6.28675951759413	6.76551183142753	0	0	0	0	6.76965218264063	7.84784428978708	7.83827026509836	8.91635666235512	6.21771138490022	9.90097964252975	11.1018182773237	11.0486845637573	100382336	LOC100382336	GRMZM2G101053
Zm00001d011925	1.10656446824536	1.10465293721976	5.21150962943964	9.17302133930847	0	0	17.7145615412901	37.0636780696888	0.907999433767362	0.565140899161147	25.6275900812226	18.7581447261812	0.0612747761915056	0	67.4416806418621	70.0966586723021	1.74429875109495	0.927712339114039	16.2162755387909	6.62250101222662	0.490814030825254	0.1303704468196	4.49207969626868	6.61583347138401	1.6476836584635	1.04753930431304	45.2245760751164	9.6976453671866	0.254922726171025	0	56.4845990970829	38.6295166142285	103636320	LOC103636320	GRMZM2G095541
Zm00001d012032	2.91341741263135	3.01400356808917	1.84793069602617	2.26751577851327	0	0.00883296545292195	0.00663625553199812	0.023726759232164	0	0	0	0.0030590451959011	0.0114315144419159	0.00911167963723462	0	0.0172797808022835	2.62811213744182	3.04324262311374	1.6561757566744	1.6029035535313	0.00981075043739674	0.0152013166984025	0.0222210001108116	0.0031486220581052	0	0	0.00872810168136422	0	0.0148621147993308	0.0175203138423854	0.0143177334181452	0.0052681145778729	103636355	LOC103636355	-
Zm00001d012194	0	2.58355089235673	9.45739461142205	15.2974691184301	0.14526788461138	0	2.43071292902575	2.12830644377765	0.45455405109233	0.229868818111181	18.3461002010022	24.1165735698739	0.0996930882480844	0	12.6020044619986	7.595039655297	1.4806676769129	2.64140318775525	15.6948731099898	11.6820475249094	0	0	0.664412942088803	0.549176328811841	0.932436576908259	0.9941923952971	19.282947324858	50.489328260908	0	0	5.89355785092493	3.58353041551514	103636412	LOC103636412	GRMZM2G171996
Zm00001d012441	1.10810258406698	1.51763651894146	0	0.186702678172978	0.043614980447261	0	0	0	1.262389388121	1.48383152088131	0	0	0.808155407990429	0.0954301887979155	1.26120139969168	0.941085136001852	2.22276561506384	2.41691538704849	0.081244858201311	0.0681048137204862	0	0.222893079252732	0	0	1.99466625159505	1.87625189136292	0.182825653328782	0	1.64996152890083	2.09186702534783	0.929722417537975	0.827625402984496	100281853	LOC100281853	GRMZM5G868285
Zm00001d012706	3.59289798618174	3.86800057986111	2.97759050734427	2.14132123396901	0	0	0	0	0.889344882571951	0.719589343652393	0.870170760521844	1.58673877662502	0	0.165833827048414	0.0996205886323999	0.0943483186993416	5.31109058023104	4.8234319080748	3.17662349302641	4.70437878377524	0	0	0	0	1.64189918977324	1.3338233377899	1.58852655307755	2.23806295450017	0.0811477622128263	0	0	0	100384371	LOC100384371	IDP848
Zm00001d012794	2.25479175532525	2.71938479690097	1.87605195186891	2.93637021867448	0	0	0.0138721727084539	0	2.73748475696679	3.22326517114302	1.21596983375237	1.24053496685344	3.19011560701527	0.126978025466683	1.31199746690318	1.67601382374341	3.91879309861459	5.99968688556709	1.67019490757315	1.84863326323344	0.0136720096456894	0	0.0132714062623952	0	7.06821810368139	5.20863511093509	1.88530501579186	2.49368847311543	4.43639498608746	4.61459736034202	2.33448055840674	1.76196217688857	103625694	LOC103625694	GRMZM2G054378
