1	0.0677086	-0.0670879
1	0.0631083	-0.0579055
1	0.0623175	-0.0542315
1	0.0638659	-0.0559045
1	0.061642	-0.0529036
1	0.0565765	-0.0519124
1	0.0625284	-0.0610998
1	0.0672933	-0.0553663
1	0.0726032	-0.0611765
1	0.0653291	-0.0606385
1	0.0657675	-0.0658638
1	0.0629882	-0.0597777
1	0.0621974	-0.0642506
1	0.0707852	-0.0633845
1	0.0650855	-0.064575
1	0.0652901	-0.0574154
1	0.0588022	-0.0424444
1	0.064465	-0.0599131
1	0.0653506	-0.0519047
1	0.0497237	-0.0574168
1	0.0413101	-0.0345711
1	0.0560341	-0.0441249
1	0.0637645	-0.0651832
1	0.0700755	-0.0678119
1	0.0495511	-0.0487617
1	0.0565741	-0.0642521
1	0.0652055	-0.0576245
1	0.0696032	-0.0618694
1	0.0677222	-0.0668489
1	0.0608271	-0.0599082
1	0.0620244	-0.0631325
1	0.065324	-0.0616703
1	0.0493838	-0.0493862
1	0.0459215	-0.0436404
1	0.0390843	-0.04948
1	-0.0051866	0.0301192
1	-0.00777182	0.042942
1	-0.00394558	0.040775
1	0.00257653	0.0484141
1	0.0155304	0.0245785
1	-0.00492247	0.0452545
1	9.83E-05	0.0483583
1	-0.0727107	-0.018233
1	0.0148437	0.0217777
1	0.00236864	0.0369508
1	0.0308563	-0.0128822
1	0.0174238	0.0170926
1	-0.00666282	0.0458038
1	0.00516141	0.0180121
1	0.0246896	-0.000686299
1	-0.0854574	-0.0184187
1	-0.00614257	0.048899
1	-0.0603906	0.00704501
1	-0.139976	-0.058862
1	-0.00207558	0.0616729
1	-0.00602775	0.062844
1	0.00897806	-0.0571124
1	0.00149774	0.0839158
1	0.0309974	-0.000323191
1	-0.00793051	0.0672575
1	-0.0317629	0.0297692
1	0.000613255	0.0380197
1	-0.0178343	0.0566499
1	-0.023194	0.072872
1	0.0040059	0.0695266
1	0.00242264	0.0858991
1	0.00252566	0.0858672
1	-0.0230788	0.108737
1	-0.0175893	0.0902299
1	-0.0519976	0.0179703
1	0.00617371	0.0247658
1	-0.00786128	0.0222877
1	0.0111309	0.0247983
1	0.00248988	0.0268871
1	0.0599739	-0.0496239
1	0.0599514	-0.0563599
1	0.06462	-0.0577953
1	0.0474568	-0.00550148
1	0.0618365	-0.0481682
1	0.0507677	-0.0473283
1	-0.00467956	0.018059
1	0.00667005	-0.0114469
1	-0.000680164	0.0210598
1	0.00271405	0.052452
1	0.0292189	-0.00125943
1	-0.0245094	0.0505887
1	0.0302942	0.00764764
1	0.0313237	-0.00677322
1	-0.00588152	0.0722041
1	0.00579787	0.095953
1	0.0413411	-0.0170008
1	0.00452207	0.033538
1	0.00835686	0.0155763
1	-0.0203606	0.0449648
1	-0.00534031	0.0200152
1	0.00183703	0.020745
1	-0.00632768	0.00781289
1	0.000323505	0.0435151
1	0.0210703	-0.00249718
1	0.00187512	0.0326796
1	-0.00186878	0.0339295
1	-0.00641131	0.0299057
1	-0.181058	-0.116404
1	-0.0568745	-0.0132938
1	0.00401087	0.0291856
1	0.00810664	0.0274447
1	0.0118023	0.00960954
1	0.00130053	0.0318273
1	0.0168377	0.0027129
1	-0.0467453	-0.0242305
1	0.00439237	0.11213
1	-0.00322198	0.0473836
1	0.0107619	0.110467
1	0.0403233	-0.0027162
1	0.012595	0.112946
1	-0.143252	-0.0908162
1	0.108003	-0.124119
1	0.105532	-0.122363
1	-0.00439281	-0.0424118
1	0.0780454	-0.070974
1	0.0879785	-0.100187
1	0.0858073	-0.0904932
1	-0.155625	-0.112029
1	-0.183302	-0.132033
1	-0.116946	-0.0679707
1	0.0294864	0.0011907
1	0.036354	-0.00882644
1	-0.103652	-0.0703096
1	-0.208661	-0.139755
1	-0.183214	-0.133658
1	0.0147096	0.0253377
1	0.10419	-0.12629
1	0.0935965	-0.104389
1	0.0772902	-0.0702398
1	0.00980125	0.105418
1	0.00805919	0.109676
1	0.108759	-0.124733
1	0.0938483	-0.103997
1	0.0825343	-0.0934587
1	0.104791	-0.125606
1	0.0895572	-0.10385
1	0.0763284	-0.0727747
1	0.0686388	-0.0646389
1	0.0459201	0.0350143
1	0.0349256	0.0609695
1	0.0352847	0.0545085
1	0.0370446	-0.00321532
1	-0.136254	-0.100142
1	-0.0025833	0.0508082
1	-0.0109893	0.092009
1	-0.0164076	0.10862
1	0.0156848	0.00961678
1	-0.0317392	0.024034
1	-0.0217207	0.0327739
1	-0.0229903	0.108276
1	-0.0102794	0.102237
1	0.00328515	0.0249232
1	-0.00135093	0.0292628
1	-0.022748	0.0870539
1	-0.0165066	0.0637623
1	-0.00856953	0.0694645
1	-0.186511	-0.132842
1	-0.0249997	0.0472156
1	0.00886645	0.0736497
1	0.0222853	0.0207953
1	0.015005	-0.0011459
1	0.0322747	0.00216409
1	-0.0447091	0.0197785
1	-0.0198564	0.0390023
1	0.00472466	0.0595709
1	-0.000467202	0.0677826
1	-0.00573265	-0.00374373
1	0.00471119	0.0232654
1	0.0104443	0.0468397
1	0.036443	-0.0140388
1	0.0626695	-0.0547701
1	0.0573628	-0.0557912
1	0.0410365	-0.0473559
1	0.0225229	-0.0340894
1	0.0590536	-0.0630157
1	0.0108283	-0.0585818
1	0.0578476	-0.0558854
1	0.0576684	-0.0476221
1	0.0244475	0.0105177
1	0.00897088	0.0605832
1	-0.00425477	0.0606365
1	0.000106244	0.0637582
1	0.0087371	0.0499949
1	-0.0184686	0.0775637
1	0.0106145	0.0648988
1	0.0158753	0.0781867
1	-0.00497756	0.0621227
1	-0.0413	0.0532169
1	0.00331358	0.0292987
1	-0.000529672	0.0274008
1	-0.00162144	0.0430913
1	-0.0222134	0.0480198
1	-0.015613	0.0627828
1	0.000363248	0.0559816
