1	-0.014172	0.0309617
1	0.0457025	-0.0359178
1	0.0628293	-0.0668311
1	-0.0160576	0.0391536
1	-0.0069071	0.0543559
1	-0.0210769	0.106257
1	-0.0210235	0.0401892
1	-0.0173459	0.0489582
1	0.00260177	0.0375264
1	-0.0249441	0.0540016
1	0.000764122	0.0312327
1	0.00197268	0.0738411
1	0.00398533	0.0436017
1	-0.0760713	-0.0529535
1	-0.0165539	0.0357676
1	0.0182274	0.00404249
1	-0.0109763	0.036858
1	-0.0124639	0.0475554
1	0.0646467	-0.0704727
1	-0.0155016	0.10764
1	-0.125743	-0.0391874
1	-0.115206	-0.0378179
1	-0.128967	-0.0466123
1	-0.0789282	-0.0111776
1	-0.00101413	0.0414536
1	-0.0135455	0.0377002
1	-0.0124125	0.0371773
1	-0.178228	-0.118695
1	-0.200527	-0.134119
1	-0.00414402	0.0898855
1	0.000446864	0.018389
1	-0.0792893	-0.0155919
1	-0.0320277	0.0519482
1	-0.132544	-0.062318
1	-0.0616235	-0.0181356
1	-0.177416	-0.114912
1	-0.154683	-0.0673323
1	-0.0271282	0.0226359
1	-0.0157814	0.026961
1	-0.0853789	-0.00758849
1	-0.045088	0.0245614
1	-0.0210428	0.0457241
1	0.00416018	0.0298755
1	-0.0871501	-0.0568302
1	-0.111756	-0.0528546
1	-0.213405	-0.143576
1	-0.0167679	0.0303032
1	-0.0679171	-0.00462748
1	0.0100837	0.0456608
1	-0.0386603	0.0377626
1	-0.121392	-0.0556634
1	0.00912456	0.115347
1	0.00984419	0.0822765
1	-0.00910044	0.0385795
1	-0.0106236	0.0316772
1	-0.00745333	0.0401168
1	-0.0351852	0.0290508
1	-0.0399181	0.00465413
1	0.00508478	0.0126699
1	0.00183745	0.0252835
1	-0.0104545	0.0388375
1	0.0195948	0.0130843
1	0.0194974	0.0179721
1	-0.0106789	0.0334749
1	0.010508	0.0190947
1	-0.0364057	0.0245845
1	-0.0988062	-0.0248203
1	-0.00436647	0.0421644
1	-0.00468303	0.0440729
1	0.0712399	-0.0678358
1	0.0444706	-0.0372013
1	0.0725586	-0.0686089
