taxa	Nitrate_Blup	ChlorophyllA_Blup	ChlorophyllB_Blup	Glutamate_Blup	Malate_Blup	Fumarate_Blup	Fum2_Blup	AminoAcids_Blup	Protein_Blup	Starch_Blup	Sucrose_Blup	Glucose_Blup	Fructose_Blup	PrinicpalComponent1	PrincipalComponent2	DaysToAnthesis
Z001E0166	0.054746	67.3171	28.0529	0.10265	0.34323	-0.00012	0.08915	1.96399	1.17019	0.83627	2.91114	0.9995	0.76538	1.2952	-0.45402	73.3373
Z001E0167	0.055024	59.9504	29.013	0.15266	0.21489	0.01894	0.10514	2.06279	1.11102	1.3167	3.8176	1.0869	0.9471	2.0409	3.037	72.826
Z001E0168	0.052468	57.5034	27.9193	0.1166	0.21272	-0.03924	0.05772	1.86809	1.10719	0.90818	3.2301	0.82028	0.89716	1.3424	0.00189	72.2387
Z001E0169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.1324
Z001E0170	0.04511	48.6826	30.3203	0.04335	0.18372	-0.0315	0.05655	1.59019	1.01564	0.80623	2.5302	0.7061	0.6907	-0.8941	-0.93014	76.6734
Z001E0171	0.04947	53.4925	27.1925	0.06079	0.24566	-0.00457	0.08079	1.24819	1.14855	1.0613	2.58	0.7438	0.74817	0.237	-0.10746	72.5292
Z001E0172	0.057832	70.8133	28.274	0.16109	0.3764	0.06492	0.15076	1.77608	1.15998	0.85356	3.0376	0.82632	0.8538	2.6229	0.42626	71.3721
Z001E0173	0.05073	58.4257	27.274	0.05997	0.28587	-0.0403	0.04743	1.68311	1.16611	0.4762	2.706	0.7206	0.76407	0.4698	-1.26101	72.0332
Z001E0174	0.05136	59.9542	26.4014	0.083395	0.262205	0.00167	0.08975	1.71294	1.15604	0.7865	3.1079	0.7196	0.75922	0.3005	-0.35928	73.3851
Z001E0175	0.055957	61.726	28.3367	0.12943	0.28522	0.00676	0.09004	2.00019	1.11113	0.94504	2.7199	0.6819	0.814561	1.8507	-0.47539	73.5287
Z001E0176	0.054312	64.8121	26.6229	0.07253	0.27532	-0.04037	0.04759	1.54259	1.1977	0.674	2.451	0.507	0.5691	1.0008	-2.13549	77.1987
Z001E0177	0.04963	55.7092	26.163	0.04197	0.19744	-0.04893	0.03463	1.63436	0.99765	0.7678	2.5048	1.0548	0.9288	-1.7582	-0.61025	72.1741
Z001E0178	0.054942	62.1856	27.9838	0.07023	0.31743	-0.01839	0.0651	1.87639	1.05054	0.7979	3.3232	0.8157	0.9325	-0.9818	-0.1452	72.2251
Z001E0180	0.056261	73.851	27.6527	0.10684	0.33495	-0.0514	0.04552	1.85449	1.10231	0.6627	2.5378	0.82693	0.88741	2.0668	-0.2259	74.632
Z001E0181	0.05142	56.6092	27.2932	0.09677	0.260968	0.00519	0.09683	1.38139	1.0906	1.0159	2.4697	0.77392	0.79101	-0.0968	-0.14208	75.9102
Z001E0182	0.053684	55.2925	27.1255	0.0748	0.26334	-0.010689	0.074296	2.19509	1.09767	1.2015	3.4459	1.0749	0.88423	0.1471	1.5808	76.9387
Z001E0183	0.04865	50.1914	27.8992	0.04011	0.29625	-0.05651	0.02887	1.56779	1.03637	0.9235	3.5418	1.2022	1.1139	-0.9974	2.36812	74.6438
Z001E0184	0.057559	72.6931	27.2806	0.11607	0.30024	-0.04158	0.04614	2.15739	1.1737	0.751	2.4243	0.83762	0.9135	1.7759	-0.5946	74.4918
Z001E0185	0.0513	52.7669	26.8139	0.07231	0.21697	-0.03704	0.04857	1.732212	1.02297	0.6877	2.3474	0.7151	0.72636	-0.4232	-1.23455	77.0691
Z001E0186	0.054799	66.3121	26.5271	0.089775	0.241	-0.015351	0.073808	1.82159	1.17329	0.6905	2.7291	0.7632	0.70815	1.5659	-1.11392	76.7111
Z001E0187	0.05541	60.0047	27.74371	0.09745	0.3116	-0.05797	0.03402	1.99909	1.14582	0.7344	2.3982	0.6861	0.85478	0.6247	-1.15768	75.9686
Z001E0188	0.055194	71.7085	27.2895	0.06731	0.20724	-0.04356	0.04175	2.06499	1.17049	0.5406	2.6306	0.7414	0.73138	0.4011	-1.53672	72.7576
Z001E0189	0.056564	62.8317	29.7275	0.090374	0.27494	-0.008294	0.070186	1.81045	1.14056	1.1124	3.3309	0.92417	0.9667	1.194	0.82725	71.4607
Z001E0190	0.05316	59.8308	27.401	0.09923	0.30729	-0.02137	0.06526	2.08669	1.0415	0.83325	3.0845	0.763	0.7064	0.9729	-0.41532	76.9173
Z001E0191	0.04924	55.0155	27.4667	0.05196	0.31666	0.00604	0.09384	1.44739	1.07276	0.6906	3.2307	0.6105	0.5751	0.9489	-0.86422	73.3606
Z001E0192	0.057711	64.6055	26.476	0.12027	0.25063	-0.02469	0.06056	2.33499	1.16027	0.6267	2.7444	0.6816	0.73038	2.4875	-1.00534	73.9711
Z001E0193	0.053004	73.9126	27.3332	0.07885	0.19772	-0.03548	0.05226	1.75002	1.2321	0.7428	3.0233	0.6649	0.6642	1.3375	-1.40185	71.32
Z001E0194	0.057398	69.9692	29.2273	0.091063	0.32062	-0.0076	0.08939	1.67708	1.1107	0.903904	3.5707	0.6522	0.6589	2.128	-0.01317	73.2602
Z001E0195	0.05177	58.3561	26.7794	0.11903	0.24894	-0.04016	0.04516	1.72309	1.09362	0.4807	2.3231	0.7117	0.72623	0.2632	-0.99601	73.8691
Z001E0196	0.04947	50.3403	27.3101	0.05346	0.3328	-0.00312	0.08469	1.33699	1.00521	0.91668	2.88143	1.7107	0.9717	0.1108	2.53884	74.6543
Z001E0197	0.05104	57.0713	28.0653	0.07286	0.30597	-0.017808	0.07008	1.12519	1.02706	1.2211	2.79162	1.0235	1.0691	0.0433	1.7356	71.9619
Z001E0198	0.052744	69.8091	28.4687	0.06659	0.1444	-0.02583	0.06192	1.64486	1.0907	0.88204	3.4228	0.82044	0.808515	-0.466	-0.25003	71.3658
Z001E0199	0.05216	52.5268	26.4939	0.07782	0.259166	0.0238	0.11949	1.21379	1.06562	0.7676	3.1049	0.80074	0.84865	0.1216	0.95574	75.5774
Z002E0001	0.046879	56.302	27.8401	0.214476	0.33432	0.02677	0.11493	1.3752	1.08931	0.55404	2.0032	0.57308	0.59624	3.0094	-0.32259	79.3565
Z002E0002	0.045691	49.8748	27.8965	0.077446	0.27051	-0.0369	0.05459	1.91263	1.05716	0.78723	2.928	0.50758	0.67659	0.4761	-0.12141	78.1984
Z002E0003	0.049483	58.5672	28.814	0.124296	0.21363	-0.02853	0.06405	2.0612	1.08748	0.73484	2.29976	0.55588	0.60618	1.8553	-0.83152	77.6163
Z002E0004	0.046277	59.0294	28.7746	0.096731	0.292	-0.03486	0.05425	1.961	1.12319	0.65864	2.4198	0.58548	0.66211	2.1695	-0.67746	77.8985
Z002E0005	0.050399	62.0542	26.672	0.160596	0.33603	0.0014	0.08924	2.6207	1.15988	0.80297	2.7456	0.76639	0.74873	3.9496	1.03062	75.4894
Z002E0006	0.04232	45.8877	27.8814	0.040986	0.260492	-0.04672	0.04139	2.3956	0.9255	0.63814	2.1888	0.88278	0.74932	0.0273	-0.37992	79.1232
Z002E0007	0.04913	58.1223	28.2715	0.067416	0.28443	-0.04675	0.03861	2.1652	1.06422	0.67384	2.1092	0.73486	0.72174	1.5387	-0.73776	75.4849
Z002E0008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.1743
Z002E0009	0.03958	42.1729	26.4636	0.041646	0.20498	-0.05316	0.033	1.229	1.0041	1.02774	2.7406	0.57658	0.68735	-1.5502	-0.23063	80.4584
Z002E0010	0.04297	55.3502	26.9293	0.090224	0.18384	-0.05075	0.04199	1.90876	1.0893	0.72814	2.243	0.58808	0.64119	0.1242	-1.37251	78.8112
Z002E0011	0.05645	64.989	29.211	0.134696	0.26437	0.00175	0.09152	2.1908	1.10371	0.865071	2.6485	0.82518	0.92634	3.0519	0.96153	77.166
Z002E0012	0.045232	47.6582	28.4967	0.114056	0.2849	0.03954	0.12789	1.6737	1.1467	1.41684	2.1871	0.76414	0.7786	1.6507	1.79094	78.0461
Z002E0013	0.04331	55.9872	27.0401	0.023386	0.20286	-0.05383	0.03273	1.1287	1.15243	0.73924	2.1629	0.65103	0.61048	-0.7818	-1.56033	78.677
Z002E0014	0.03785	33.3834	27.4253	0.100226	0.23151	0.0313	0.11894	1.79304	1.0545	0.65294	2.0577	0.77015	0.6711	-0.5795	0.09431	76.7676
Z002E0015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.0226
Z002E0016	0.06209	65.9188	31.5293	0.141816	0.31111	-0.02603	0.0594	3.1438	1.01884	0.72034	2.1938	0.81218	0.76625	3.3043	-0.09226	74.7925
Z002E0017	0.04401	47.6518	27.61585	0.09815	0.23178	0.00007	0.08924	2.0293	1.08378	1.51264	2.6834	0.75976	0.72749	0.6378	1.5857	77.574
Z002E0018	0.0411	40.4446	27.7793	0.067806	0.22533	0.00041	0.09434	1.2143	1.0013	0.90613	2.1615	0.72614	0.72577	-0.0687	0.31535	78.0506
Z002E0019	0.047513	52.43	26.8487	0.076696	0.24775	-0.04074	0.04748	1.78329	1.1854	0.870054	2.5028	0.65015	0.6972	0.7417	-0.72121	79.1786
Z002E0020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.7334
Z002E0021	0.04224	48.8257	26.2734	0.058846	0.26492	-0.02661	0.05554	1.3989	1.08788	0.70074	1.9692	0.63105	0.67207	-0.3367	-1.46125	77.9137
Z002E0022	0.03999	38.6978	26.0812	0.046566	0.19334	-0.0622	0.02368	1.3205	1.01606	1.04234	2.1256	0.75664	0.64503	-2.2176	-0.97773	78.6077
Z002E0023	0.05021	65.827	29.6097	0.132856	0.34943	-0.023152	0.05951	1.6485	1.06099	0.76443	2.34929	1.15808	0.96754	2.0503	0.66611	78.5221
Z002E0025	0.045774	43.0285	27.0086	0.066146	0.20165	-0.03036	0.06063	1.6317	1.02728	1.04274	2.29191	0.8035	0.79261	-0.6405	0.58169	76.2443
Z002E0026	0.04219	53.1205	28.8149	0.051766	0.22114	-0.05045	0.03763	2.5739	1.07979	0.68484	2.231	0.65078	0.70177	0.0477	-1.27584	79.5637
Z002E0027	0.049828	59.2135	28.1324	0.099296	0.25146	-0.020202	0.06437	1.79648	1.08886	0.83234	2.2203	0.715987	0.68431	1.5566	-0.28109	78.5877
Z002E0028	0.047261	45.193	27.60579	0.121456	0.23162	0.00001	0.08646	1.6189	1.00325	1.00534	3.3597	0.48618	0.66036	0.9545	0.20697	81.3035
Z002E0029	0.050067	59.3707	27.9319	0.078706	0.24555	-0.03655	0.04876	3.6803	1.082401	0.77732	2.42269	0.69187	0.65755	2.3616	-1.00147	76.2336
Z002E0030	0.047823	45.3774	27.55442	0.081656	0.26964	-0.02955	0.05792	1.7199	0.9047	0.96674	2.1691	0.98118	0.93704	-1.565	0.64657	77.2009
Z002E0031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.5112
Z002E0032	0.04087	46.5698	27.3899	0.048216	0.27167	-0.03577	0.05569	1.1946	1.06529	0.93101	1.7894	0.53738	0.62691	-0.3533	-0.66915	77.1291
Z002E0033	0.03638	37.5093	27.0082	0.034416	0.19265	-0.03499	0.04784	1.259	0.9703	1.11684	2.4149	0.6811	0.63492	-1.9699	-0.01987	78.4139
Z002E0034	0.05601	65.535	28.7923	0.110176	0.33391	-0.00906	0.07913	1.94234	1.11118	0.84203	2.4951	0.65255	0.68646	2.26	-1.00587	78.2769
Z002E0035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.3197
Z002E0036	0.045354	51.5576	28.3338	0.08989	0.17689	-0.014765	0.073406	0.9862	1.03995	0.85798	2.5076	0.82548	0.74055	0.0146	0.22335	78.4121
Z002E0037	0.045472	50.137	28.2792	0.147326	0.32796	0.05177	0.14009	1.625	1.12737	0.87425	2.7349	0.95028	0.78227	2.7208	1.71164	77.9472
Z002E0038	0.04422	50.6068	26.3413	0.089525	0.27423	-0.02611	0.06399	0.4418	0.97679	1.27624	2.6436	0.58658	0.61864	-0.4964	0.83207	78.1956
Z002E0039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.2647
Z002E0040	0.04417	56.0546	28.5691	0.090786	0.23884	-0.023087	0.06358	1.248	1.10866	0.90865	2.9275	0.69253	0.65848	1.3718	0.27407	77.9475
Z002E0041	0.048152	59.041	27.4035	0.088066	0.28666	-0.03256	0.05552	2.1475	1.11067	0.66954	2.382654	0.66658	0.6554	1.7157	-0.71299	76.5108
Z002E0042	0.048306	62.5056	27.60573	0.124366	0.40228	0.02288	0.10799	1.9996	1.06702	0.88425	2.5737	0.73624	0.75521	2.2228	0.71619	75.27
Z002E0043	0.04243	45.8485	27.7517	0.069586	0.21418	-0.04648	0.04159	1.4859	1.05681	0.869214	2.4844	0.53638	0.53164	-0.0782	-0.94154	78.6239
Z002E0044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.4237
Z002E0045	0.049017	59.1295	27.2144	0.129216	0.30003	-0.00434	0.08123	2.314	1.10197	1.25934	2.626	1.39758	1.14924	1.997	4.11269	77.4579
Z002E0046	0.04492	44.9708	27.1079	0.140696	0.27541	-0.016379	0.07554	1.9642	1.04041	1.08854	2.9626	0.63081	0.68798	1.5687	1.31403	77.3407
Z002E0047	0.046782	54.3909	27.71263	0.070506	0.29226	-0.03709	0.0475	2.0252	1.05726	0.93309	2.5399	0.66112	0.68435	0.6477	-0.34349	78.6825
Z002E0048	0.047222	61.0965	26.9667	0.073936	0.24516	-0.04916	0.03866	1.9819	1.11074	0.97734	2.0156	0.56208	0.63466	0.9686	-1.21549	75.955
Z002E0049	0.05059	63.7306	27.1457	-0.150124	0.28538	-0.03366	0.05169	2.1261	1.11027	0.91712	2.653	0.64854	0.84354	-1.4234	-1.25393	79.0873
Z002E0050	0.046579	47.4812	28.2513	0.053026	0.28905	-0.12758	-0.03469	1.4425	1.0673	0.81807	2.29711	0.59478	0.59314	-0.1349	-1.3418	78.5197
Z002E0051	0.04228	47.5513	27.417	0.050056	0.253236	-0.017959	0.069292	1.3486	1.082303	0.8288	2.44721	0.79363	0.74131	-0.7487	-0.44728	76.317
Z002E0052	0.048899	64.4176	27.1824	0.177116	0.30518	-0.02822	0.0578	2.8263	1.10391	0.62974	2.1833	0.44798	0.42084	3.7066	-2.06056	77.1678
Z002E0053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.6277
Z002E0054	0.06268	54.6056	27.3125	0.131506	0.3437	-0.022263	0.065246	2.4846	1.04608	0.84187	2.4977	0.72658	0.77824	1.9935	-0.18715	78.9566
Z002E0055	0.03747	36.6534	27.8052	0.090189	0.258685	-0.00573	0.07834	2.9404	1.1036	0.74844	2.1916	0.69554	0.62064	1.3432	-0.36559	79.4571
Z002E0056	0.051421	56.9548	27.8145	0.170636	0.33391	0.02103	0.11013	2.4598	1.1816	0.78921	2.5495	0.57278	0.54414	3.9523	-0.72521	74.4627
Z002E0057	0.04245	50.1624	25.9705	0.052846	0.2134	-0.03281	0.05621	1.5899	1.08699	0.84811	2.1455	0.85078	0.74368	-0.0132	0.47456	79.7473
Z002E0058	0.053159	74.5565	21.5735	0.103076	0.24503	-0.04637	0.0395	2.4465	1.03441	0.73094	2.2081	0.68896	0.68079	0.6499	-1.12403	77.3873
Z002E0059	0.046292	52.9251	27.1727	0.071296	0.255027	-0.0249	0.06317	1.9509	1.13335	1.04324	2.6513	0.68839	0.74741	0.745	0.278	77.994
Z002E0060	0.048709	63.5749	26.6152	0.182496	0.28137	0.05634	0.1462	1.1112	1.13202	0.78004	2.1348	0.66542	0.67889	3.1609	0.37819	78.5338
Z002E0061	0.046681	52.161	27.8996	0.095915	0.23895	-0.02351	0.06306	2.2429	1.12998	0.68044	2.1932	0.82708	0.81114	1.7583	0.10556	79.3713
Z002E0062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.0233
Z002E0063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.6682
Z002E0064	0.03527	39.747	27.0273	0.064606	0.22238	-0.04166	0.0643	1.2032	1.03996	0.94711	2.1385	0.60783	0.66281	-0.2219	0.54339	79.6359
Z002E0065	0.048856	60.8345	27.71909	0.057906	0.20244	-0.04489	0.04322	2.0963	1.13804	0.81384	2.5757	0.63683	0.35914	0.7644	-1.88925	78.748
Z002E0066	0.03904	43.2993	27.4291	0.088026	0.260307	-0.00793	0.07899	1.4635	1.02627	0.80955	2.29305	0.52588	0.60434	0.1034	-0.24048	79.0727
Z002E0068	0.04014	46.3475	25.8248	0.019066	0.14718	-0.04955	0.03944	1.6336	0.97928	0.79977	2.105	1.05878	0.72135	-2.4588	-0.08103	78.1005
Z002E0069	0.04374	47.9828	28.413	0.065896	0.23604	-0.03873	0.04805	1.76786	1.05577	0.8431	2.2353	0.64984	0.68328	-0.082	-0.7148	77.3156
Z002E0070	0.03943	41.0823	27.171	0.026986	0.16075	-0.07233	0.01857	1.2338	1.04002	0.71594	2.1804	0.83418	0.65506	-2.175	-0.83599	81.7855
Z002E0071	0.051331	75.6682	29.9533	0.207076	0.42748	0.04188	0.13024	4.2689	0.98283	0.73304	2.951	0.60098	0.712446	4.6161	-0.01743	76.8162
Z002E0072	0.052184	63.7375	28.3418	0.097847	0.30141	-0.013486	0.07468	1.88243	1.14355	0.97124	2.7322	0.72069	0.70105	1.4773	-0.30241	77.4275
Z002E0073	0.045417	51.3884	26.4918	0.075446	0.38758	-0.03851	0.04894	1.88916	1.03697	0.87902	2.5852	0.56878	0.58994	1.1253	-0.20283	79.2859
Z002E0074	0.051874	63.5674	28.0254	0.109046	0.35074	-0.0103	0.07762	1.76019	1.07211	0.90388	2.7729	0.83898	0.98784	1.3036	0.5294	78.9655
Z002E0075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.8039
Z002E0076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.9281
Z002E0077	0.047432	57.6376	30.7031	0.079546	0.23718	-0.05648	0.0316	1.9596	1.11345	0.80031	2.8197	0.6884	0.73813	0.7842	-0.4645	77.5687
Z002E0078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.2124
Z002E0079	0.054731	59.5768	29.2771	0.165876	0.36868	0.00642	0.09452	4.6206	1.07096	0.99584	1.8973	1.09498	0.98664	3.4722	0.78427	79.6742
Z002E0080	0.04388	47.7542	30.8176	0.063506	0.26634	-0.02957	0.05799	1.90686	1.2037	1.11014	2.2635	0.64492	0.721	2.1729	0.44003	80.4847
Z002E0081	0.03824	33.6409	27.7477	0.038646	0.20531	-0.03329	0.05483	2.0036	1.12565	0.80729	2.045	0.69621	0.705202	-0.1594	-0.40074	79.0486
Z002E0082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.0173
Z002E0083	0.03994	42.1226	28.5285	0.055456	0.26707	-0.03533	0.05248	1.5636	1.00693	0.67274	2.164	0.72411	0.708203	-0.1253	-0.29531	75.7586
Z002E0084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.6836
Z002E0085	0.04177	43.9377	27.4776	0.026196	0.18326	-0.0654	0.0218	1.5438	1.01274	0.78881	2.28519	0.63973	0.62439	-0.9687	-0.9502	75.0539
Z002E0086	0.050636	60.8122	28.0718	0.167966	0.22402	-0.015425	0.072154	1.9462	1.09847	0.54374	2.46097	0.59748	0.67678	2.3206	-1.13349	75.7477
Z002E0087	0.048704	61.2741	28.1557	0.125516	0.26313	0.00326	0.09156	2.282	1.04611	0.74344	2.6593	0.88258	0.79341	2.5426	0.80066	78.9972
Z002E0088	0.048273	50.2774	28.605	0.138866	0.3119	-0.00566	0.08696	2.2709	1.01315	0.88245	2.7729	0.76559	0.83294	1.6526	1.68574	79.6503
Z002E0089	0.04312	59.2396	27.1579	0.110336	0.32437	-0.04162	0.04337	3.2502	1.10912	0.7697	2.47064	0.57728	0.61261	2.7116	-0.84832	78.9058
Z002E0090	0.045	51.5696	29.0292	0.161916	0.27859	-0.019481	0.06864	2.2616	1.10042	1.58764	3.9368	0.49918	0.48884	2.5198	1.50635	75.9003
Z002E0091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79.4828
Z002E0092	0.049733	64.5025	27.7807	0.198976	0.33896	0.03638	0.12201	1.4931	1.1519	0.863759	2.5599	0.63777	0.67488	4.0029	0.24118	77.1877
Z002E0093	0.03981	47.4356	30.5117	0.048666	0.17654	-0.04933	0.03827	1.5508	1.08746	0.78907	2.2198	0.86828	0.712346	-0.4223	-0.17105	80.9824
Z002E0094	0.050365	71.5141	28.8265	0.083616	0.28117	-0.023188	0.06215	1.7345	1.12246	0.71844	2.30302	0.6412	0.67645	3.0029	-0.69889	77.4964
Z002E0095	0.04324	62.5383	27.4263	0.111066	0.30054	-0.00116	0.09308	1.3295	1.14318	0.80991	2.2198	0.77719	0.71509	1.8856	-0.42618	76.393
Z002E0096	0.04375	53.1524	28.5858	0.080426	0.23601	-0.03024	0.05667	1.676	1.04355	0.83768	2.686	0.79909	0.75813	0.796	0.43807	80.1323
Z002E0097	0.03895	35.8181	27.3744	0.048776	0.19934	0.01778	0.10009	1.4808	0.99261	1.01284	2.6076	0.63904	0.66529	-0.6269	0.74538	79.9636
Z002E0098	0.0458	60.0328	21.9714	0.108496	0.2893	0.0056	0.09473	1.3714	1.10008	1.10314	2.5181	0.81058	0.79872	0.3826	0.72226	77.6481
Z002E0099	0.046527	56.8588	27.8461	0.104236	0.35628	-0.021971	0.0647	1.91194	1.00862	1.07314	2.384381	0.64011	0.708305	1.6812	0.36455	77.758
Z002E0100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.6859
Z002E0101	0.04116	51.0421	27.60005	0.070786	0.2317	-0.04213	0.04604	2.0825	1.13912	0.92439	2.45414	0.83958	0.75648	1.338	-0.09528	77.0315
Z002E0102	0.03713	37.7016	27.2042	0.025426	0.20895	-0.0487	0.05182	1.2825	1.00542	1.01154	2.2478	0.74755	0.6631	-1.0942	0.23838	77.1689
Z002E0103	0.03652	43.0162	26.1809	0.024936	0.17243	-0.04147	0.04659	0.9863	1.03044	1.23444	2.1072	0.63411	0.66444	-2.0966	-0.20301	79.6273
Z002E0104	0.03754	37.9572	27.70449	0.115616	0.24725	-0.00575	0.09483	1.4846	1.03907	0.55624	1.7849	0.56388	0.62553	0.6012	-0.87352	78.3241
Z002E0105	0.050761	65.3409	28.9624	0.257276	0.27382	0.04191	0.13772	2.2727	1.2053	0.77799	2.5973	0.41608	0.58854	5.0868	0.28517	76.716
Z002E0106	0.04122	50.2133	28.3941	0.078156	0.22463	-0.04147	0.04659	1.80259	1.03177	0.93915	2.31342	0.94688	0.93414	-0.5165	1.2337	83.4916
Z002E0107	0.046154	56.1954	26.4412	0.176156	0.28079	-0.00257	0.08557	1.6111	1.16836	0.64634	2.2005	0.59268	0.61986	2.2532	-0.84151	78.2088
Z002E0108	0.050705	61.8498	28.5627	0.160726	0.36078	0.02077	0.10579	2.2687	1.082041	0.85447	2.5197	0.60378	0.66421	4.0375	0.0308	77.495
Z002E0109	0.046753	49.064	27.3104	0.069106	0.2717	-0.0278	0.06192	1.9382	1.09253	0.84931	2.7571	0.66619	0.68925	0.6244	-0.11237	77.8482
Z002E0110	0.03871	36.3634	27.3304	0.024336	0.1661	-0.07912	0.00641	1.81741	1.02304	0.7709	2.1689	0.76783	0.80076	-2.1671	-0.48419	78.9143
Z002E0111	0.02968	27.3626	26.3408	-0.003584	0.14508	-0.06685	0.01257	0.9414	0.9602	0.70334	1.5727	0.89498	0.69599	-3.688	-1.06748	77.5573
Z002E0112	0.04662	48.202	27.9483	0.138846	0.3319	-0.014461	0.074158	1.617	1.03712	0.90489	2.6685	0.6315	0.63649	1.7403	0.20645	81.5005
Z002E0113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.3346
Z002E0114	0.04202	48.0195	28.1568	0.064166	0.20906	-0.04159	0.05118	2.0167	1.00117	1.11804	2.34794	0.75927	0.79581	-0.748	0.36746	79.3335
Z002E0115	0.04358	49.8469	27.3865	0.085076	0.261499	-0.02653	0.06161	2.031	1.13955	0.72174	2.1906	0.70632	0.63078	0.9119	-0.84739	79.9334
Z002E0116	0.04132	41.1522	27.0502	0.080806	0.16338	-0.06921	0.01417	2.1948	1.074641	0.7725	1.9853	0.48848	0.61578	-0.3798	-1.52609	77.1994
Z002E0117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.6313
Z002E0119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.1618
Z002E0120	0.03897	38.1043	26.7212	0.046496	0.2026	-0.05125	0.032	1.2177	0.8983	0.95751	2.2693	0.63103	0.55794	-1.2428	-0.28229	78.1985
Z002E0121	0.0392	34.7807	27.4039	0.041806	0.15925	-0.039	0.04828	1.9842	1.09062	0.814	1.9317	0.88848	0.72676	-1.1357	-0.00292	76.9629
Z002E0122	0.03723	30.7925	26.4007	0.016186	0.14448	-0.04195	0.04559	1.0135	0.9364	0.72654	2.2174	0.37588	0.42724	-2.3966	-1.15685	79.7495
Z002E0123	0.048943	48.5267	27.0976	0.050856	0.29287	-0.04504	0.05241	1.7323	1.02664	1.09534	1.8585	0.62558	0.73919	-0.3505	0.12507	77.7772
Z002E0124	0.048665	58.426	30.4199	0.160916	0.36958	0.00656	0.09269	2.9582	1.05775	0.95046	2.5718	0.74214	0.75664	3.2903	0.64651	78.429
Z002E0125	0.04689	53.0693	25.3597	0.088544	0.24484	-0.01078	0.07738	1.8774	1.16132	0.70734	2.2434	0.58008	0.6402	0.7565	-1.16483	77.7945
Z002E0126	0.049663	61.5963	28.2335	0.158706	0.36618	0.03456	0.11856	1.845823	1.11237	0.73164	2.2056	0.49858	0.63775	3.2676	-0.44868	78.1597
Z002E0127	0.03884	44.3124	27.2338	0.139126	0.22487	0.02909	0.1142	1.4423	1.09819	1.14334	2.6142	0.64189	0.65213	0.822	1.03628	77.3677
Z002E0128	0.048192	57.7008	27.9394	0.097079	0.255032	-0.022481	0.072792	1.5578	1.05097	0.87417	2.41233	0.711455	0.65977	0.9722	-0.71671	80.4866
Z002E0129	0.03778	40.6829	26.2645	0.042526	0.05998	-0.11324	-0.02531	1.2262	1.06879	0.80609	2.2163	0.78285	0.86984	-2.8469	-0.84788	76.1374
Z002E0130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.3687
Z002E0131	0.04332	49.608	27.1189	0.070466	0.27961	-0.00591	0.08747	1.7175	1.03137	1.43854	2.2748	1.47638	1.14144	-0.1148	3.2997	77.088
Z002E0132	0.046595	54.2504	28.5271	0.113716	0.32986	0.0032	0.09496	2.8401	1.08363	0.70214	2.33063	0.92618	0.36944	1.317	-1.8949	77.1493
Z002E0133	0.047488	56.9647	28.1829	0.119406	0.27218	-0.021937	0.069072	1.9782	1.05993	0.92242	2.7292	0.57818	0.73085	1.8746	0.2106	77.0212
Z002E0134	0.04115	43.8267	26.9398	0.021926	0.1793	-0.07455	0.00866	1.3564	0.9644	0.73684	2.1073	0.55938	0.6524	-1.6358	-1.63877	76.5599
