id	B	Ca	CHL	Cu	DW	Fe	FW	K	LA	Mg	Mn	N	P	S	Zn
Mo44	15.1699919071177	0.288263114930781	269.833078907411	6.20644631031199	5.9081454838289	74.5528691997108	23.9771360163024	2.51211619925382	1117.8405307244	0.11887100967951	62.5912313670596	2.15711326105918	0.315674575379717	0.175502316895761	NA
Mo45	10.9733273905777	0.338077784506598	NA	NA	5.26197449089377	79.174825386159	20.3405767405371	2.0086204535252	924.050089133245	0.16335547050023	54.2627530714094	NA	0.25786135499871	0.143047145193434	NA
Mo46	12.7718978976663	0.349573477485633	308.788637560013	7.64496996894237	5.6470662947642	83.5535207206888	23.3092679185417	2.0470819341017	1005.72708672843	0.175487596178608	69.2540140035798	2.19440169521933	0.371078911578182	0.188484385576691	20.3086306385678
Mo47	15.1699919071177	0.449202816637267	269.10466532004	7.28533905428477	6.16596118303029	72.1202606805275	22.9386186077425	1.88624301532728	1088.22070364442	0.244236308356083	82.5795792766201	1.86113631491305	0.277132428459046	0.165765765385063	29.0065425869346
MoG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mp339	13.3714214000291	0.276767421951746	252.525972071476	7.28533905428477	5.8330852169728	82.3372164610972	25.9038130941358	2.35827027694786	1160.87003456765	0.11887100967951	55.0956009009745	1.97300161739348	0.301221270284465	0.165765765385063	NA
MS1334	13.3714214000291	0.280599319611425	346.724417190295	8.72386271291515	5.43493945364913	79.174825386159	20.9175308564037	2.11001890231777	962.112767036141	NA	63.0076552818421	2.26198698213458	0.34458118557022	0.169011282555295	NA
MS153	15.1699919071177	0.349573477485633	263.947497121453	7.28533905428477	5.0890095281384	74.0663474958741	19.5328409783238	2.06456442527283	955.452782797493	0.147179302929059	57.5941443896695	1.99164583447355	0.296403501919381	0.159274731044597	NA
Ms71	15.7695154094806	0.292095012590459	301.213136251354	6.20644631031199	6.96225270967763	75.5259126073841	27.9493776867539	2.16945937229962	1284.88009839663	0.143135261036267	47.5999704348893	2.03359532290371	0.315674575379717	0.149538179533899	17.283269960875
Mt42	17.8678476677506	0.633133904301822	380.639353818289	9.80275545688793	5.1640697949945	90.8513462782386	19.1202313681889	2.13099789172313	885.255706622978	0.236148224570498	163.365818744427	2.40647966450514	0.327718996292427	0.201466454257622	NA
N192	NA	0.387892454082415	289.529382309923	7.28533905428477	5.76128843998001	75.0393909035474	22.1903266029216	2.08204691644396	1026.81127311717	0.143135261036267	47.5999704348893	2.0056289972836	0.337354533022594	0.185238868406459	17.6614400455866
N28Ht	15.1699919071177	0.353405375145311	290.374342071274	7.64496996894237	5.48715529146207	78.9315645342406	21.7042864689491	1.95267648177758	1056.71426337464	0.195707805642571	43.8521552018467	2.06855322992884	0.303630154467007	0.159274731044597	NA
N6	14.8702301559363	0.322750193867885	281.662515566316	6.92570813962718	4.78224148098738	73.8230866439558	19.1062446017436	1.98764146411984	909.485846185577	0.131003135357888	61.7583835374946	2.06622270279383	0.284359081006671	0.204711971427855	NA
N7A	14.1409655630054	0.448707571115476	289.135729130075	5.89967871253585	5.26807747038133	72.3532455562161	19.7898167176436	1.94082322263556	912.950357052271	0.222267108956836	67.760430772297	2.07283030338893	0.323000728093049	0.156936100477766	27.6420984070482
NC222	13.3714214000291	0.33424588684692	273.970468083678	4.76792265168161	6.48251969977124	73.3365649401192	27.8549670167451	2.73239558801009	1270.10767744181	0.143135261036267	55.0956009009745	2.08952797414392	0.291585733554297	0.146292662363667	18.7959502997214
NC230	14.8702301559363	0.299758807909816	240.230350716653	4.76792265168161	5.80697729806633	66.2820002344877	24.7953618533497	2.4701582204431	1133.60898757199	0.159311428607437	45.9342747757592	1.86346684204806	0.267496891728878	0.126819559342271	16.5269297914518
NC232	13.2847948191559	0.299608968728344	283.21495914484	8.14607644090401	6.83284499015007	72.9961641961067	28.3980556863665	2.21501613649625	1236.2057350389	0.140788190133032	32.0817998850054	2.10625606671892	0.300787670509322	0.161741082964255	30.6828823530586
NC236	NA	0.315086398548529	263.277356621072	5.8468153956544	6.20838655125331	73.5798257920375	25.8688461780227	2.10652240408355	1204.53674115976	0.171443554285815	40.1043399688041	2.0056289972836	0.308447922832091	0.139801628023201	18.4177802150098
NC238	14.2041334891705	0.262334318131561	280.2848297359	6.74509416934653	6.78379625620506	79.6796173166469	27.3064660787068	2.27385857538086	1285.03165855312	0.122580320322647	52.5572240483632	1.96615831052749	0.292910078156906	0.151306415712413	20.6484359769177
NC250	14.8702301559363	0.37639676110338	316.393275412166	7.28533905428477	4.74960658235429	74.3096083477925	19.0258206946834	2.22889984228147	771.907575301697	0.183575679964193	66.7554705148847	2.04291743144375	0.301221270284465	0.169011282555295	22.5776511468374
