SampleID	gid	ReadCount	nRC	rCPM	rFPKM	CPM	FPKM	Tissue	Genotype
rn18a_1379	Zm00001d014456	41	31.7651041079988	16.7409529440395	5.61400165796093	17.7019691942373	5.93627404233309	Kern	CMV3
rn18a_1379	Zm00001d014458	6	4.64855182068275	2.44989555278627	0.733282116966856	2.59053207720546	0.775376257768769	Kern	CMV3
rn18a_138	Zm00001d014451	3	3.3387964515195	1.79015771289451	0.519187271721144	1.63905619750815	0.475364326423476	LMAN	CM105
rn18a_138	Zm00001d014456	34	37.839693117221	20.2884540794711	6.80363986568446	18.5759702384256	6.22936627713804	LMAN	CM105
rn18a_138	Zm00001d014458	155	172.504483328508	92.4914818328828	27.6837718745534	84.6845702045875	25.3470727939502	LMAN	CM105
rn18a_1380	Zm00001d014451	2	2.25703856927302	1.09511333054079	0.317608274518792	1.14083444676699	0.330868459039151	LMAD	CO106
rn18a_1380	Zm00001d014456	36	40.6266942469144	19.7120399497343	6.61034203545751	20.5350200418059	6.8863246283722	LMAD	CO106
rn18a_1380	Zm00001d014458	83	93.6671006248305	45.447203217443	13.6028743542182	47.3446295408302	14.1707960313769	LMAD	CO106
rn18a_1381	Zm00001d014451	5	3.10511680766453	1.78446324951472	0.517535745218885	1.60236546013889	0.46472316129318	GRoot	CMV3
rn18a_1381	Zm00001d014456	16	9.93637378452651	5.71028239844709	1.91491696795677	5.12756947244443	1.71950686534019	GRoot	CMV3
rn18a_1381	Zm00001d014458	41	25.4619578228492	14.6325986460207	4.37970626938661	13.1393967731389	3.93277365254082	GRoot	CMV3
rn18a_1382	Zm00001d014451	0	0	0	0	0	0	L3Tip	CMV3
rn18a_1382	Zm00001d014456	60	86.5859253905386	33.7738570082442	11.3259077827781	43.150391582522	14.4702855742864	L3Tip	CMV3
rn18a_1382	Zm00001d014458	77	111.118604251191	43.3431164939134	12.9730968254754	55.3763358642365	16.5747787681043	L3Tip	CMV3
rn18a_1383	Zm00001d014451	2	2.84971612590732	1.48476556294144	0.430616462570023	1.3602434814975	0.39450216980786	GRoot	CO106
rn18a_1383	Zm00001d014456	0	0	0	0	0	0	GRoot	CO106
rn18a_1383	Zm00001d014458	8	11.3988645036293	5.93906225176576	1.77763012623938	5.44097392599001	1.62854652079916	GRoot	CO106
rn18a_1384	Zm00001d014451	6	6.97017523126611	3.70805952918768	1.07542329732821	3.39821098129593	0.985560029378171	L3Base	CO106
rn18a_1384	Zm00001d014456	0	0	0	0	0	0	L3Base	CO106
rn18a_1384	Zm00001d014458	28	32.5274844125752	17.3042778028758	5.17937078805024	15.8583179127144	4.74657824385344	L3Base	CO106
rn18a_1385	Zm00001d014451	6	12.4537698658205	6.1808517213672	1.792590406429	5.52314444390423	1.6018400359351	LMAN	CO106
rn18a_1385	Zm00001d014456	10	20.7562831097008	10.301419535612	3.4545337141556	9.20524073984039	3.08693519109336	LMAN	CO106
rn18a_1385	Zm00001d014458	69	143.218353456936	71.0797947957228	21.2750059250891	63.5161611048987	19.0111227491466	LMAN	CO106
rn18a_1386	Zm00001d014451	6	4.41897286991122	2.43302490687597	0.705633673687927	2.31491855659989	0.671380091821314	GShoot	CO106
rn18a_1386	Zm00001d014456	10	7.36495478318537	4.05504151145995	1.35983954106638	3.85819759433315	1.29382883780454	GShoot	CO106
rn18a_1386	Zm00001d014458	36	26.5138372194673	14.5981494412558	4.36939522336301	13.8895113395993	4.15729163112821	GShoot	CO106
rn18a_1387	Zm00001d014451	3	2.82818216622432	1.56849131003531	0.454898871819986	1.35835739910238	0.393955162152663	GShoot	CML264
rn18a_1387	Zm00001d014456	5	4.7136369437072	2.61415218339219	0.876643924678802	2.26392899850397	0.759198188633122	GShoot	CML264
rn18a_1387	Zm00001d014458	17	16.0263656086045	8.88811742353343	2.66031649911207	7.69735859491349	2.30390858871999	GShoot	CML264
rn18a_1388	Zm00001d014451	0	0	0	0	0	0	L3Tip	CML261
rn18a_1388	Zm00001d014456	86	99.2132467681914	33.2713300175487	11.1573876651739	52.9270370548812	17.748838717264	L3Tip	CML261
rn18a_1388	Zm00001d014458	100	115.364240428129	38.6875930436613	11.5796447302189	61.5430663428851	18.4205526318124	L3Tip	CML261
rn18a_1389	Zm00001d014451	6	4.42219620899521	2.26116876044613	0.655791403841685	2.16369053700933	0.627520457369295	L3Base	CML261
rn18a_1389	Zm00001d014456	10	7.37032701499201	3.76861460074355	1.26378759246933	3.60615089501555	1.20930613514941	L3Base	CML261
rn18a_1389	Zm00001d014458	64	47.1700928959489	24.1191334447587	7.21913602058028	23.0793657280995	6.9079214989822	L3Base	CML261
rn18a_139	Zm00001d014451	6	5.91747727330727	3.16612165400306	0.918248739560052	2.90598464442015	0.842802971119533	GShoot	CM105
rn18a_139	Zm00001d014456	2	1.97249242443576	1.05537388466769	0.353914783590773	0.968661548140049	0.324836199912827	GShoot	CM105
rn18a_139	Zm00001d014458	25	24.656155305447	13.1921735583461	3.94857035568575	12.1082693517506	3.62414527140096	GShoot	CM105
rn18a_1390	Zm00001d014451	2	4.89051359455762	2.59265164743567	0.751929132086912	2.29511106364121	0.665635459292693	LMAN	CML261
rn18a_1390	Zm00001d014456	32	78.248217512922	41.4824263589708	13.9109410995878	36.7217770182593	12.314479214708	LMAN	CML261
rn18a_1390	Zm00001d014458	37	90.474501499316	47.96405547756	14.3561973892727	42.4595546773623	12.7086365391686	LMAN	CML261
rn18a_1391	Zm00001d014451	9	7.9408857071397	3.95199815222131	1.14617115783681	4.1290501644902	1.19752034933011	LMAD	CML261
rn18a_1391	Zm00001d014456	156	137.642018923755	68.5013013051693	22.971596681814	71.5702028511635	24.0007387160173	LMAD	CML261
rn18a_1391	Zm00001d014458	167	147.347545899148	73.3315212689954	21.9489737410941	76.6168197188738	22.9323016219317	LMAD	CML261
rn18a_1392	Zm00001d014451	3	10.1169167263997	3.17193807531027	0.919935636690913	4.18522038949812	1.21381101783588	L3Tip	CML258
rn18a_1392	Zm00001d014456	20	67.4461115093313	21.1462538354018	7.09129907290469	27.9014692633208	9.35662953163005	L3Tip	CML258
